Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
تمويل عربات قطار إضافية	تمديد التزام الحكومة الذي وعدت به في مارس هذا العام بتمويل عربات قطار إضافية	0.3333333333333333	تمويل عربات قطار إضافية	تمديد التزام الحكومة وعدت العام بتمويل عربات قطار إضافية	0.46153846153846156	0
لجنة رئاسية	لجنة رئاسية	1.0	لجنة رئاسية	لجنة رئاسية	1.0	1
جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان	جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.9333333333333332	رياضة الجمباز وغيرها، آمنةً قدر الإمكان	رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.923076923076923	0
بالاوان	بويرتو برنسيسا في بالاوان	0.4	بالاوان	بويرتو برنسيسا بالاوان	0.5	0
السكرتير الصحفي	دونالد ترامب	0.0	السكرتير الصحفي	دونالد ترامب	0.0	0
تركيا	تركيا	1.0	تركيا	تركيا	1.0	1
نيران عدائية	لنيران عدائية	0.5	نيران عدائية	لنيران عدائية	0.5	0
الجبلية	الجبلية	1.0	الجبلية	الجبلية	1.0	1
استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة في اتجاه مجرى النهر	0.6666666666666666	استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة اتجاه مجرى النهر	0.7272727272727273	0
7	7 تسديدات	0.6666666666666666	7	7 تسديدات	0.6666666666666666	0
متسابق	زميله	0.0	متسابق	زميله	0.0	0
الخوف الذي ينبع من المجهول أو من عدم السيطرة	التغلب على الخوف الذي ينبع من المجهول أو من عدم السيطرة	0.9	الخوف ينبع المجهول عدم السيطرة	التغلب الخوف ينبع المجهول عدم السيطرة	0.9090909090909091	0
شرب المشروبات الروحية باعتدال	قم بشرب المشروبات الروحية باعتدال	0.6666666666666665	شرب المشروبات الروحية باعتدال	قم بشرب المشروبات الروحية باعتدال	0.6666666666666665	0
حي القناة	حي القناة	1.0	حي القناة	حي القناة	1.0	1
لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0	لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0	1
الداخل	شبه الجزيرة، والجزر، وبحر روس	0.0	الداخل	الجزيرة، والجزر، وبحر روس	0.0	0
في المناطق النائيّة	المناطق النائيّة ذات الظّروف الجويّة الملائمة	0.4444444444444444	المناطق النائيّة	المناطق النائيّة الظّروف الجويّة الملائمة	0.5714285714285715	0
شواطئ نورث شور	كل الشواطئ	0.0	شواطئ نورث شور	الشواطئ	0.0	0
لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	وبموجب القانون تعتبر اللغة الرسمية الأولى	0.923076923076923	لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	وبموجب القانون تعتبر اللغة الرسمية الأولى	0.923076923076923	0
الأشخاص الذين يعملون في قطاع الدواجن	الأشخاص الذين يعملون في قطاع الدواجن	1.0	الأشخاص يعملون قطاع الدواجن	الأشخاص يعملون قطاع الدواجن	1.0	1
المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي ببحر البلطيق	1.0	المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي ببحر البلطيق	1.0	1
البرتغاليون	البرتغاليون	1.0	البرتغاليون	البرتغاليون	1.0	1
جمهورية جديدة	أُنشئت جمهورية جديدة	0.8	جمهورية جديدة	أُنشئت جمهورية جديدة	0.8	0
السجال الدبلوماسي	السجال الدبلوماسي حول المنطقة	0.6666666666666666	السجال الدبلوماسي	السجال الدبلوماسي حول المنطقة	0.6666666666666666	0
وجودِ أكثر من مسافرين	في حالة وجودِ أكثر من مسافرين	0.8	وجودِ مسافرين	حالة وجودِ مسافرين	0.8	0
 الإنكا	الإنكا	1.0	الإنكا	الإنكا	1.0	1
الطرق والقطارات والقوارب	تربط الطرق والقطارات والقوارب	0.8571428571428571	الطرق والقطارات والقوارب	تربط الطرق والقطارات والقوارب	0.8571428571428571	0
ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	خمسة أراضي	0.0	ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	أراضي	0.0	0
إعادة التكيف مع ثقافتهم الأصلية	إعادة التكيف مع ثقافتهم الأصلية	1.0	إعادة التكيف ثقافتهم الأصلية	إعادة التكيف ثقافتهم الأصلية	1.0	1
النرويجيين	النرويجيين	1.0	النرويجيين	النرويجيين	1.0	1
لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0	لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0	1
قد يكون بعضها مقلدة	قد يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى منها في موطنها	0.3529411764705882	يكون بعضها مقلدة	يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى موطنها	0.30769230769230765	0
في الجزر النائية	دولار	0.0	الجزر النائية		0.0	0
مهرجانات معبد كيرالا	معبد كيرالا	0.8	مهرجانات معبد كيرالا	معبد كيرالا	0.8	0
فرن ميكروويف	فرن ميكروويف أو وسائل أخرى لتسخين الطعام	0.4444444444444445	فرن ميكروويف	فرن ميكروويف وسائل أخرى لتسخين الطعام	0.5	0
التلويح	حني السبابة اتجاه الجسم	0.0	التلويح	حني السبابة اتجاه الجسم	0.0	0
"مقاطعة شمال """"كيفو"""""	غوما	0.0	مقاطعة `` '' كيفو '' ''	غوما	0.0	0
تقتصر التصاريح	تقتصر التصاريح على حماية الوادي، وتكون متاحة في اليوم الأول من الشهر، قبل أربعة أشهر من شهر البدء	0.1999999999999999	تقتصر التصاريح	تقتصر التصاريح حماية الوادي، وتكون متاحة اليوم الأول الشهر، أشهر شهر البدء	0.2857142857142857	0
غالباً ما تكون مغطاة بالخلنج	المستنقعات الخالية من الأشجار التي غالباً ما تكون مغطاة بالخلنج	0.6666666666666666	غالباً تكون مغطاة بالخلنج	المستنقعات الخالية الأشجار غالباً تكون مغطاة بالخلنج	0.7272727272727273	0
خلال الشتاء	الصيف الهندي	0.0	خلال الشتاء	الصيف الهندي	0.0	0
هذا	هونج كونج	0.0		هونج كونج	0.0	0
كولون البحرية في الجهة المقابلة	جزيرة هونج كونج	0.0	كولون البحرية الجهة المقابلة	جزيرة هونج كونج	0.0	0
قضبان أمان	السروج الإنجليزية	0.0	قضبان أمان	السروج الإنجليزية	0.0	0
الكعب والنعل الناعم الضيق للغاية	الاستقرار	0.0	الكعب والنعل الناعم الضيق للغاية	الاستقرار	0.0	0
قائمة بالمستضيفين المتوفيين	قائمة بالمستضيفين المتوفيين	1.0	قائمة بالمستضيفين المتوفيين	قائمة بالمستضيفين المتوفيين	1.0	1
ضيفها المعتاد في العشرينيات من عمره	مسافرين أكبر سناً	0.0	ضيفها المعتاد العشرينيات عمره	مسافرين أكبر سناً	0.0	0
الإنترنت	شراء رقم عالمي بشكل منفصل	0.0	الإنترنت	شراء رقم عالمي بشكل منفصل	0.0	0
أزهار الكرز	أزهار الكرز	1.0	أزهار الكرز	أزهار الكرز	1.0	1
الإمبراطور	الإمبراطور	1.0	الإمبراطور	الإمبراطور	1.0	1
في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	1.0	المواقع البعيدة، غياب تغطية الهاتف الخلوي	المواقع البعيدة، غياب تغطية الهاتف الخلوي	1.0	1
التخييم في الموقع	التخييم في الموقع	1.0	التخييم الموقع	التخييم الموقع	1.0	1
عصائر الفاكهة	"البيرة الشعبية الأساسية باسم """"رقم واحد""""،"	0.0	عصائر الفاكهة	البيرة الشعبية الأساسية باسم `` '' رقم '' '' ،	0.0	0
الإسبان	الإسبان	1.0	الإسبان	الإسبان	1.0	1
أكثر راحة وأقل ازدحامًا	دائماً في نهاية القطار الأقرب لمدينة كيب تاون	0.0	راحة وأقل ازدحامًا	دائماً نهاية القطار الأقرب لمدينة كيب تاون	0.0	0
متجر بقالة	متجر بقالة	1.0	متجر بقالة	متجر بقالة	1.0	1
عن طريق رقم هاتف مجاني	رقم هاتف مجاني	0.7499999999999999	طريق رقم هاتف مجاني	رقم هاتف مجاني	0.8571428571428571	0
فحص الهجرة	فحص الهجرة	1.0	فحص الهجرة	فحص الهجرة	1.0	1
سكاي تيم	سكاي تيم	1.0	سكاي تيم	سكاي تيم	1.0	1
الفيلة والزراف	الفيلة والزراف	1.0	الفيلة والزراف	الفيلة والزراف	1.0	1
تنزيل بيانات اللغة التي تريدها	Google	0.0	تنزيل بيانات اللغة تريدها	Google	0.0	0
الزبادي	جنوب الهند	0.0	الزبادي	جنوب الهند	0.0	0
شقوق	شقوق مملوءة ومُعلّمة بالأعلام	0.4	شقوق	شقوق مملوءة ومُعلّمة بالأعلام	0.4	0
في باحة الكنيسة	هالدارسفيك	0.0	باحة الكنيسة	هالدارسفيك	0.0	0
تأشيرات الطلاب	تأشيرات الطلاب	1.0	تأشيرات الطلاب	تأشيرات الطلاب	1.0	1
كطالب دولي	طالب دولي	0.5	كطالب دولي	طالب دولي	0.5	0
منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0	منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0	1
شراء التذاكر مسبقاً قبل بضعة أيام	شراء التذاكر مسبقاً قبل بضعة أيام	1.0	شراء التذاكر مسبقاً بضعة أيام	شراء التذاكر مسبقاً بضعة أيام	1.0	1
تموز عام 2020	1964	0.0	عام 2020	1964	0.0	0
المناخات الحارة	الحارة	0.6666666666666666	المناخات الحارة	الحارة	0.6666666666666666	0
الثروات	الرأس والكتفين	0.0	الثروات	الرأس والكتفين	0.0	0
العاثيات	العاثيات أو الفيروسات	0.5	العاثيات	العاثيات الفيروسات	0.6666666666666666	0
العرض	الحرب	0.0	العرض	الحرب	0.0	0
أحد الجيران	أحد الجيران	1.0	الجيران	الجيران	1.0	1
ما يكفي من التباس في الدستور الأفغاني	التباس في الدستور الأفغاني	0.7272727272727273	يكفي التباس الدستور الأفغاني	التباس الدستور الأفغاني	0.8571428571428571	0
الشرطة	مكتب المحافظ	0.0	الشرطة	مكتب المحافظ	0.0	0
توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333	توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333	0
غريب الأطوار	مسرح إذاعي على الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ!	0.1666666666666666	غريب الأطوار	مسرح إذاعي الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ !	0.1818181818181818	0
نيكلاس باكستروم	نيكلاس باكستروم	1.0	نيكلاس باكستروم	نيكلاس باكستروم	1.0	1
أليكس أوفيتشكين	أليكس أوفيتشكين	1.0	أليكس أوفيتشكين	أليكس أوفيتشكين	1.0	1
لإغلاق	استعمال شاحنات التفريغ	0.0	لإغلاق	استعمال شاحنات التفريغ	0.0	0
سايمون	بروكس وكرونينغ	0.0	سايمون	بروكس وكرونينغ	0.0	0
الزلزال لم يستوف متطلبات 6.5 درجة	الزلزال لم يستوف متطلبات 6.5 درجة	1.0	الزلزال يستوف متطلبات 6.5 درجة	الزلزال يستوف متطلبات 6.5 درجة	1.0	1
الضيائيّة والدوران	الضيائيّة والدوران	1.0	الضيائيّة والدوران	الضيائيّة والدوران	1.0	1
