Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
Drink alcoholic drinks with moderation	knowing your limit is very important	0.0	Drink alcoholic drinks moderation	knowing limit important	0.0	0
The Canal District	The Canal District	1.0	Canal District	Canal District	1.0	1
cultural and historical value	unique cultural and historical value	0.888888888888889	cultural historical value	unique cultural historical value	0.8571428571428571	0
inland	Tourist visits are costly, demand physical fitness, can only take place in summer Nov-Feb	0.0	inland	Tourist visits costly , demand physical fitness , take place summer Nov-Feb	0.0	0
in remote areas	remote areas with favorable atmospheric conditions	0.4444444444444444	remote areas	remote areas favorable atmospheric conditions	0.5714285714285715	0
Central Auckland	Tamaki Drive beaches	0.0	Central Auckland	Tamaki Drive beaches	0.0	0
because it is established by law as the first official language	most signs are indicated only in Catalan because it is established by law as the first official language	0.7407407407407407	established law first official language	signs indicated Catalan established law first official language	0.7692307692307693	0
people who work with poultry	birdwatchers	0.0	people work poultry	birdwatchers	0.0	0
the Arctic Ocean to the Baltic Sea	Check possible need for special permits	0.0	Arctic Ocean Baltic Sea	Check possible need special permits	0.0	0
cherries and plums	cherries and plums making their appearances during the summer	0.5454545454545454	cherries plums	cherries plums making appearances summer	0.5714285714285715	0
The Portuguese	earthquake in 1755	0.0	Portuguese	earthquake 1755	0.0	0
a new republic	Diplomatic arguments over the region continue to mar relations between Armenia and Azerbaijan	0.0	new republic	Diplomatic arguments region continue mar relations Armenia Azerbaijan	0.0	0
Diplomatic arguments	Diplomatic arguments over the region	0.6666666666666666	Diplomatic arguments	Diplomatic arguments region	0.8	0
more than 2 passengers	There is a surcharge for having more than 2 passengers	0.6153846153846153	2 passengers	surcharge 2 passengers	0.8	0
Inca	northern Chile was under Inca rule	0.2857142857142857	Inca	northern Chile Inca rule	0.4	0
Paths, trains and boats	Paths, trains and boats	1.0	Paths , trains boats	Paths , trains boats	1.0	1
Riomaggiore, Manarola, Corniglia, Vernazza and Monterosso	Cinque Terre, which means Five Lands	0.0	Riomaggiore , Manarola , Corniglia , Vernazza Monterosso	Cinque Terre , means Five Lands	0.0	0
readjusting to their native culture	Travellers who had an easy time adjusting to the new culture sometimes have a particularly hard time readjusting to their native culture	0.4166666666666667	readjusting native culture	Travellers easy time adjusting new culture sometimes particularly hard time readjusting native culture	0.375	0
Norwegians	Australia	0.0	Norwegians	Australia	0.0	0
US green card	Cuban citizens who are US green card holders	0.5454545454545454	US green card	Cuban citizens US green card holders	0.6666666666666666	0
some may be knock-offs	some may be knock-offs, and the real imported ones may be more expensive than at home	0.4210526315789474	may knock-offs	may knock-offs , real imported ones may expensive home	0.4	0
On the outlying islands	The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).	0.0	outlying islands	official Falklands currency Falkland pound ( FKP ) whose value set equivalent one British pound ( GBP ) .	0.0	0
Kerala's temple festivals	Most of the temples do have an Annual festival starting from November end to Mid of May, which varies according to each temple's annual calendar	0.0	Kerala 's temple festivals	temples Annual festival starting November end Mid May , varies according temple 's annual calendar	0.22222222222222224	0
a microwave oven	Buying food in supermarkets	0.0	microwave oven	Buying food supermarkets	0.0	0
If you don't have a data connection for your phone, or when it is out of range	Using GPS navigation apps on your smartphone can be the easiest and most convenient way to navigate when out of your home country	0.2105263157894737	n't data connection phone , range	Using GPS navigation apps smartphone easiest convenient way navigate home country	0.0	0
waving	come over	0.0	waving	come	0.0	0
the North Kivu province	any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province	0.2727272727272727	North Kivu province	visits outside Goma researched understand state fighting persists North Kivu province	0.42857142857142855	0
Permits are limited	There are a limited number permits reserved for walk-in requests available on a first come, first served basis	0.3157894736842105	Permits limited	limited number permits reserved walk-in requests available first come , first served basis	0.2857142857142857	0
often covered in heather	"Rogaland and Agder they are usually called """"hei"""" meaning a treeless moorland often covered in heather."	0.4210526315789474	often covered heather	Rogaland Agder usually called `` '' hei '' '' meaning treeless moorland often covered heather .	0.42857142857142855	0
during winter	many hill stations receiving healthy amounts of snow and offering activities such as skiing and snowboarding	0.0	winter	many hill stations receiving healthy amounts snow offering activities skiing snowboarding	0.0	0
putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar	Basically you'll be putting up notices offering your help	0.4	putting notices offering help , pacing docks , approaching people cleaning yachts , trying make contact sailors bar	Basically 'll putting notices offering help	0.3809523809523809	0
This	Hong Kong Island	0.0		Hong Kong Island	0.0	0
the Kowloon waterfront	Hong Kong Island	0.0	Kowloon waterfront	Hong Kong Island	0.0	0
safety bars	Stirrups	0.0	safety bars	Stirrups	0.0	0
a heel and a smooth, quite narrow, sole	Stirrups	0.0	heel smooth , quite narrow , sole	Stirrups	0.0	0
A listing of available hosts	A hospitality exchange network is the organization that connects travelers with locals in the cities they are going to visit	0.0	listing available hosts	hospitality exchange network organization connects travelers locals cities going visit	0.0	0
a typical guest is in their twenties	Hostels cater primarily to young people – a typical guest is in their twenties	0.631578947368421	typical guest twenties	Hostels cater primarily young people – typical guest twenties	0.5	0
the Internet	There is also no requirement that you obtain a local number from the community in which you live	0.0	Internet	also requirement obtain local number community live	0.0	0
Cherry blossom	Cherry blossom viewing	0.8	Cherry blossom	Cherry blossom viewing	0.8	0
the emperor	Cherry blossom viewing, known as hanami	0.0	emperor	Cherry blossom viewing , known hanami	0.0	0
bring your own, especially one with bright colors	women are required to wear skirts covering the knees and have their shoulders covered, too	0.0	bring , especially one bright colors	women required wear skirts covering knees shoulders covered ,	0.0	0
in the winter	in the winter	1.0	winter	winter	1.0	1
In remote locations, without cell phone coverage	A satellite phone is not generally a replacement for a mobile phone	0.125	remote locations , without cell phone coverage	satellite phone generally replacement mobile phone	0.16666666666666666	0
to camp on site	camp on site	0.8571428571428571	camp site	camp site	1.0	1
Fruit juices	bottled water is easy to find if you are fearful	0.0	Fruit juices	bottled water easy find fearful	0.0	0
The Spaniards	The Spaniards	1.0	Spaniards	Spaniards	1.0	1
more comfortable and less crowded	MetroPlus	0.0	comfortable less crowded	MetroPlus	0.0	0
corner store	pay phones or ordinary telephones	0.0	corner store	pay phones ordinary telephones	0.0	0
through a toll-free telephone number	toll-free telephone number that can be called from most phones without charge	0.375	toll-free telephone number	toll-free telephone number called phones without charge	0.6	0
immigration check	immigration check is usually absent or a formality when you arrive in your homeland, customs control can be a hassle	0.1999999999999999	immigration check	immigration check usually absent formality arrive homeland , customs control hassle	0.33333333333333337	0
SkyTeam	No airline alliance covers all three ocean crossings in the Southern Hemisphere (and SkyTeam covers none of the crossings).	0.1111111111111111	SkyTeam	airline alliance covers three ocean crossings Southern Hemisphere ( SkyTeam covers none crossings ) .	0.15384615384615385	0
Go Running Tours	Go Running Tours	1.0	Go Running Tours	Go Running Tours	1.0	1
with binoculars	binoculars	0.6666666666666666	binoculars	binoculars	1.0	1
elephants and giraffes	elephants and giraffes	1.0	elephants giraffes	elephants giraffes	1.0	1
downloading the desired language data	Google Translate	0.0	downloading desired language data	Google Translate	0.0	0
yogurt	coconut milk is commonly used	0.0	yogurt	coconut milk commonly used	0.0	0
These aren't very nimble	The South Pole Traverse	0.0	n't nimble	South Pole Traverse	0.0	0
crevasses	The South Pole Traverse (or Highway) is a 1600 km trail from McMurdo Station on the Ross Sea to the Pole	0.0	crevasses	South Pole Traverse ( Highway ) 1600 km trail McMurdo Station Ross Sea Pole	0.0	0
In the churchyard	marble sculptures of doves	0.0	churchyard	marble sculptures doves	0.0	0
Student visas	Student visas	1.0	Student visas	Student visas	1.0	1
an international student	going there as an international student	0.5714285714285715	international student	going international student	0.8	0
In summer	you'll need to watch out for mosquitoes if you decide to hike through the rainforest	0.0	summer	'll need watch mosquitoes decide hike rainforest	0.0	0
Sundarbans National Park	The Sundarbans	0.5	Sundarbans National Park	Sundarbans	0.5	0
to purchase a ticket a few days in advance	purchase a ticket a few days in advance	0.923076923076923	purchase ticket days advance	purchase ticket days advance	1.0	1
July 2020	July 2020	1.0	July 2020	July 2020	1.0	1
hot climates	hot climates are fairly common	0.5714285714285715	hot climates	hot climates fairly common	0.6666666666666666	0
The fabulous riches	only the head and shoulders are visible	0.0	fabulous riches	head shoulders visible	0.0	0
say that they are married	It is recommended that any women travellers say that they are married	0.5882352941176471	say married	recommended women travellers say married	0.5714285714285715	0
phages	phages	1.0	phages	phages	1.0	1
the show	War Memorial Stadium	0.0	show	War Memorial Stadium	0.0	0
band's management company	gave no initial reason	0.0	band 's management company	gave initial reason	0.0	0
Gibson	The truck driver, who is aged 64, was not injured in the crash	0.0	Gibson	truck driver , aged 64 , injured crash	0.0	0
Gibson was transported to a hospital but died shortly afterwards. The truck driver, who is aged 64, was not injured	Gibson was transported to a hospital but died shortly afterwards	0.6666666666666666	Gibson transported hospital died shortly afterwards . truck driver , aged 64 , injured	Gibson transported hospital died shortly afterwards	0.7058823529411764	0
No major injuries were reported	No major injuries were reported, but at least five people on scene at the time of the explosion were treated for symptoms of shock	0.3703703703703703	major injuries reported	major injuries reported , least five people scene time explosion treated symptoms shock	0.4	0
a neighbor	An official with the gas company was reporting to the scene after a neighbor called about a gas leak	0.1333333333333333	neighbor	official gas company reporting scene neighbor called gas leak	0.19999999999999998	0
enough ambiguity in the Afghan constitution	Diplomats said that they had found enough ambiguity in the Afghan constitution to determine the runoff as unnecessary	0.4761904761904761	enough ambiguity Afghan constitution	Diplomats said found enough ambiguity Afghan constitution determine runoff unnecessary	0.5714285714285715	0
two	Police said they suspect an alleged Daesh (ISIL) militant	0.0	two	Police said suspect alleged Daesh ( ISIL ) militant	0.0	0
Police	Daesh (ISIL) militant	0.0	Police	Daesh ( ISIL ) militant	0.0	0
TogiNet Radio	TogiNet Radio	1.0	TogiNet Radio	TogiNet Radio	1.0	1
geeky	old school	0.0	geeky	old school	0.0	0
Nicklas Backstrom	Alex Ovechkin	0.0	Nicklas Backstrom	Alex Ovechkin	0.0	0
Alex Ovechkin	Alex Ovechkin	1.0	Alex Ovechkin	Alex Ovechkin	1.0	1
block	authorities are unsure of the credibility of the threat	0.0	block	authorities unsure credibility threat	0.0	0
Simon	Simon	1.0	Simon	Simon	1.0	1
the quake did not meet the magnitude 6.5 requirement	No tsunami warning has been issued	0.0	quake meet magnitude 6.5 requirement	tsunami warning issued	0.0	0
The luminosity and rotation	luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow	0.3	luminosity rotation	luminosity rotation used together determine star 's Rossby number , related plasma flow	0.2857142857142857	0
