Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
during winter	many hill stations receiving healthy amounts of snow and offering activities such as skiing and snowboarding	0.0	winter	many hill stations receiving healthy amounts snow offering activities skiing snowboarding	0.0	0
putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar	putting up notices offering your help	0.4444444444444445	putting notices offering help , pacing docks , approaching people cleaning yachts , trying make contact sailors bar	putting notices offering help	0.4210526315789474	0
This	Hong Kong Island	0.0		Hong Kong Island	0.0	0
the Kowloon waterfront	Kowloon waterfront	1.0	Kowloon waterfront	Kowloon waterfront	1.0	1
safety bars	potential for a rider's feet to get stuck in them	0.0	safety bars	potential rider 's feet get stuck	0.0	0
a heel and a smooth, quite narrow, sole	Stirrups	0.0	heel smooth , quite narrow , sole	Stirrups	0.0	0
A listing of available hosts	A hospitality exchange network is the organization that connects travelers with locals in the cities they are going to visit	0.0	listing available hosts	hospitality exchange network organization connects travelers locals cities going visit	0.0	0
a typical guest is in their twenties	older travellers	0.0	typical guest twenties	older travellers	0.0	0
the Internet	There is also no requirement that you obtain a local number	0.0	Internet	also requirement obtain local number	0.0	0
Cherry blossom	Cherry blossom viewing	0.8	Cherry blossom	Cherry blossom viewing	0.8	0
the emperor	the emperor	1.0	emperor	emperor	1.0	1
bring your own, especially one with bright colors	if you bring your own, especially one with bright colors, you'll get a smile from the monk or nun at the entrance	0.5925925925925926	bring , especially one bright colors	bring , especially one bright colors , 'll get smile monk nun entrance	0.625	0
in the winter	As the areas are sparsely populated	0.0	winter	areas sparsely populated	0.0	0
In remote locations, without cell phone coverage	A satellite phone is not generally a replacement for a mobile phone	0.125	remote locations , without cell phone coverage	satellite phone generally replacement mobile phone	0.16666666666666666	0
to camp on site	camp on site	0.8571428571428571	camp site	camp site	1.0	1
Fruit juices	beer	0.0	Fruit juices	beer	0.0	0
The Spaniards	Spaniards	1.0	Spaniards	Spaniards	1.0	1
more comfortable and less crowded	MetroPlus	0.0	comfortable less crowded	MetroPlus	0.0	0
corner store	Every corner store	0.8	corner store	Every corner store	0.8	0
through a toll-free telephone number	toll-free telephone number	0.8571428571428571	toll-free telephone number	toll-free telephone number	1.0	1
immigration check	immigration check	1.0	immigration check	immigration check	1.0	1
SkyTeam	Star Alliance	0.0	SkyTeam	Star Alliance	0.0	0
Go Running Tours	Go Running Tours	1.0	Go Running Tours	Go Running Tours	1.0	1
with binoculars	binoculars	0.6666666666666666	binoculars	binoculars	1.0	1
elephants and giraffes	elephants and giraffes	1.0	elephants giraffes	elephants giraffes	1.0	1
downloading the desired language data	Google Translate	0.0	downloading desired language data	Google Translate	0.0	0
yogurt	coconut milk	0.0	yogurt	coconut milk	0.0	0
These aren't very nimble	the trail has to take a long swerve around the Transantarctic Mountains to come onto the plateau	0.0	n't nimble	trail take long swerve around Transantarctic Mountains come onto plateau	0.0	0
crevasses	flags	0.0	crevasses	flags	0.0	0
In the churchyard	Haldarsvík	0.0	churchyard	Haldarsvík	0.0	0
Student visas	Student visas	1.0	Student visas	Student visas	1.0	1
an international student	international student	1.0	international student	international student	1.0	1
In summer	In summer, especially, you'll need to watch out for mosquitoes if you decide to hike through the rainforest	0.2105263157894736	summer	summer , especially , 'll need watch mosquitoes decide hike rainforest	0.19999999999999998	0
Sundarbans National Park	Sundarbans	0.5	Sundarbans National Park	Sundarbans	0.5	0
to purchase a ticket a few days in advance	it is advisable to purchase a ticket a few days in advance	0.8235294117647058	purchase ticket days advance	advisable purchase ticket days advance	0.888888888888889	0
July 2020	1964	0.0	July 2020	1964	0.0	0
hot climates	hot climates	1.0	hot climates	hot climates	1.0	1
The fabulous riches	The fabulous riches of the tomb are no longer in it, but have been removed to the Egyptian Museum in Cairo	0.1999999999999999	fabulous riches	fabulous riches tomb longer , removed Egyptian Museum Cairo	0.4	0
say that they are married	say that they are married	1.0	say married	say married	1.0	1
phages	phages	1.0	phages	phages	1.0	1
the show	The band canceled the show at Maui's War Memorial Stadium	0.2222222222222222	show	band canceled show Maui 's War Memorial Stadium	0.2222222222222222	0
band's management company	HK Management Inc.	0.3333333333333333	band 's management company	HK Management Inc .	0.28571428571428575	0
Gibson	The truck driver, who is aged 64, was not injured in the crash	0.0	Gibson	truck driver , aged 64 , injured crash	0.0	0
Gibson was transported to a hospital but died shortly afterwards. The truck driver, who is aged 64, was not injured	There were children waiting to cross the road and they were all screaming and crying	0.0625	Gibson transported hospital died shortly afterwards . truck driver , aged 64 , injured	children waiting cross road screaming crying	0.0	0
No major injuries were reported	at least five people	0.0	major injuries reported	least five people	0.0	0
a neighbor	a neighbor	1.0	neighbor	neighbor	1.0	1
enough ambiguity in the Afghan constitution	Diplomats said that they had found enough ambiguity in the Afghan constitution to determine the runoff as unnecessary	0.4761904761904761	enough ambiguity Afghan constitution	Diplomats said found enough ambiguity Afghan constitution determine runoff unnecessary	0.5714285714285715	0
two	nineteen	0.0	two	nineteen	0.0	0
Police	Police	1.0	Police	Police	1.0	1
TogiNet Radio	TogiNet Radio	1.0	TogiNet Radio	TogiNet Radio	1.0	1
geeky	old school radio theater with a new and outrageous geeky spin!	0.1818181818181818	geeky	old school radio theater new outrageous geeky spin !	0.2222222222222222	0
Nicklas Backstrom	Alex Ovechkin	0.0	Nicklas Backstrom	Alex Ovechkin	0.0	0
Alex Ovechkin	Alex Ovechkin	1.0	Alex Ovechkin	Alex Ovechkin	1.0	1
block	Dump trucks were used to block tube entrances	0.2222222222222222	block	Dump trucks used block tube entrances	0.2857142857142857	0
Simon	Simon	1.0	Simon	Simon	1.0	1
the quake did not meet the magnitude 6.5 requirement	No tsunami warning has been issued	0.0	quake meet magnitude 6.5 requirement	tsunami warning issued	0.0	0
The luminosity and rotation	luminosity and rotation	1.0	luminosity rotation	luminosity rotation	1.0	1
