Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
A listing of available hosts	A listing of available hosts	1.0	listing available hosts	listing available hosts	1.0	1
a typical guest is in their twenties	older travellers	0.0	typical guest twenties	older travellers	0.0	0
the Internet	you do not need to use a phone company located where you live or where you travel	0.0	Internet	need use phone company located live travel	0.0	0
Cherry blossom	Cherry blossom	1.0	Cherry blossom	Cherry blossom	1.0	1
the emperor	the emperor	1.0	emperor	emperor	1.0	1
bring your own, especially one with bright colors	One size fits all for men!	0.1428571428571428	bring , especially one bright colors	One size fits men !	0.22222222222222224	0
in the winter	winter	0.6666666666666666	winter	winter	1.0	1
In remote locations, without cell phone coverage	A satellite phone is not generally a replacement for a mobile phone	0.125	remote locations , without cell phone coverage	satellite phone generally replacement mobile phone	0.16666666666666666	0
to camp on site	camp on site	0.8571428571428571	camp site	camp site	1.0	1
Fruit juices	beer	0.0	Fruit juices	beer	0.0	0
The Spaniards	The Spaniards	1.0	Spaniards	Spaniards	1.0	1
more comfortable and less crowded	MetroPlus is more comfortable and less crowded but slightly more expensive, though still cheaper than normal metro tickets in Europe	0.4	comfortable less crowded	MetroPlus comfortable less crowded slightly expensive , though still cheaper normal metro tickets Europe	0.375	0
corner store	Every corner store	0.8	corner store	Every corner store	0.8	0
through a toll-free telephone number	toll-free telephone number	0.8571428571428571	toll-free telephone number	toll-free telephone number	1.0	1
immigration check	a formality	0.0	immigration check	formality	0.0	0
SkyTeam	Star Alliance	0.0	SkyTeam	Star Alliance	0.0	0
Go Running Tours	Go Running Tours	1.0	Go Running Tours	Go Running Tours	1.0	1
with binoculars	binoculars	0.6666666666666666	binoculars	binoculars	1.0	1
elephants and giraffes	elephants and giraffes	1.0	elephants giraffes	elephants giraffes	1.0	1
downloading the desired language data	Google Translate	0.0	downloading desired language data	Google Translate	0.0	0
yogurt	coconut milk	0.0	yogurt	coconut milk	0.0	0
These aren't very nimble	the trail has to take a long swerve around the Transantarctic Mountains	0.0	n't nimble	trail take long swerve around Transantarctic Mountains	0.0	0
crevasses	flags	0.0	crevasses	flags	0.0	0
In the churchyard	Haldarsvík	0.0	churchyard	Haldarsvík	0.0	0
Student visas	Student visas	1.0	Student visas	Student visas	1.0	1
an international student	international student	1.0	international student	international student	1.0	1
In summer	summer	0.6666666666666666	summer	summer	1.0	1
Sundarbans National Park	The Sundarbans	0.5	Sundarbans National Park	Sundarbans	0.5	0
to purchase a ticket a few days in advance	purchase a ticket a few days in advance	0.923076923076923	purchase ticket days advance	purchase ticket days advance	1.0	1
July 2020	1964	0.0	July 2020	1964	0.0	0
hot climates	hot	0.6666666666666666	hot climates	hot	0.6666666666666666	0
The fabulous riches	head and shoulders	0.0	fabulous riches	head shoulders	0.0	0
say that they are married	It is recommended that any women travellers say that they are married	0.5882352941176471	say married	recommended women travellers say married	0.5714285714285715	0
phages	phages	1.0	phages	phages	1.0	1
the show	War Memorial Stadium, which was set to be attended by 9,000 people	0.0	show	War Memorial Stadium , set attended 9,000 people	0.0	0
band's management company	The band	0.0	band 's management company	band	0.4	0
Gibson	The truck driver, who is aged 64, was not injured in the crash	0.0	Gibson	truck driver , aged 64 , injured crash	0.0	0
Gibson was transported to a hospital but died shortly afterwards. The truck driver, who is aged 64, was not injured	Gibson was transported to a hospital but died shortly afterwards	0.6666666666666666	Gibson transported hospital died shortly afterwards . truck driver , aged 64 , injured	Gibson transported hospital died shortly afterwards	0.7058823529411764	0
No major injuries were reported	An official with the gas company	0.0	major injuries reported	official gas company	0.0	0
a neighbor	a neighbor	1.0	neighbor	neighbor	1.0	1
enough ambiguity in the Afghan constitution	Diplomats said that they had found enough ambiguity in the Afghan constitution to determine the runoff as unnecessary	0.4761904761904761	enough ambiguity Afghan constitution	Diplomats said found enough ambiguity Afghan constitution determine runoff unnecessary	0.5714285714285715	0
two	two	1.0	two	two	1.0	1
Police	Daesh (ISIL) militant	0.0	Police	Daesh ( ISIL ) militant	0.0	0
TogiNet Radio	TogiNet Radio	1.0	TogiNet Radio	TogiNet Radio	1.0	1
geeky	old school	0.0	geeky	old school	0.0	0
Nicklas Backstrom	Alex Ovechkin	0.0	Nicklas Backstrom	Alex Ovechkin	0.0	0
Alex Ovechkin	Alex Ovechkin	1.0	Alex Ovechkin	Alex Ovechkin	1.0	1
block	Dump trucks were used to block tube entrances	0.2222222222222222	block	Dump trucks used block tube entrances	0.2857142857142857	0
Simon	Simon	1.0	Simon	Simon	1.0	1
the quake did not meet the magnitude 6.5 requirement	No tsunami warning	0.0	quake meet magnitude 6.5 requirement	tsunami warning	0.0	0
The luminosity and rotation	luminosity and rotation	1.0	luminosity rotation	luminosity rotation	1.0	1
