Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
الظروف الجوية القاسية	الظروف الجوية القاسية	1.0	الظروف الجوية القاسية	الظروف الجوية القاسية	1.0	1
متى يعتقد أن تبدأ الحياة	متى يعتقد أن تبدأ الحياة	1.0	يعتقد تبدأ الحياة	يعتقد تبدأ الحياة	1.0	1
التعليق على تفاصيل الحالات المحتملة	التعليق على تفاصيل الحالات المحتملة	1.0	التعليق تفاصيل الحالات المحتملة	التعليق تفاصيل الحالات المحتملة	1.0	1
نحو السماء 	يتم توجيههما نحو السماء أثناء الليل	0.5	السماء	يتم توجيههما السماء أثناء الليل	0.33333333333333337	0
التغيرات في درجات الحرارة	التغيرات في درجات الحرارة بين الليل والنهار	0.7272727272727273	التغيرات درجات الحرارة	التغيرات درجات الحرارة الليل والنهار	0.7499999999999999	0
صور الأشعة تحت الحمراء	الأشعة تحت الحمراء	0.8571428571428571	صور الأشعة الحمراء	الأشعة الحمراء	0.8	0
أنه من مجموعة الإيغور العرقية	ولم تعرف السلطات اسمه	0.0	أنه مجموعة الإيغور العرقية	ولم تعرف السلطات اسمه	0.0	0
منتخب جنوب أفريقيا للرغبي أستراليا	منتخب جنوب أفريقيا للرغبي أستراليا	1.0	منتخب جنوب أفريقيا للرغبي أستراليا	منتخب جنوب أفريقيا للرغبي أستراليا	1.0	1
جوهانسبرغ	ملعب إليس بارك في جوهانسبرغ	0.3333333333333333	جوهانسبرغ	ملعب إليس بارك جوهانسبرغ	0.4	0
49	49	1.0	49	49	1.0	1
بولونياا	بولونيا	0.0	بولونياا	بولونيا	0.0	0
مباراة تقرر إقامتها يوم الأحد	قبل مباراة تقرر إقامتها يوم الأحد ضد بولونيا	0.7692307692307693	مباراة تقرر إقامتها يوم الأحد	مباراة تقرر إقامتها يوم الأحد ضد بولونيا	0.8333333333333333	0
29%	29%	1.0	29 %	29 %	1.0	1
في نهاية عهد الملكة إليزابيث الثانية	في نهاية عهد الملكة إليزابيث الثانية	1.0	نهاية عهد الملكة إليزابيث الثانية	نهاية عهد الملكة إليزابيث الثانية	1.0	1
تنظيم الأبوة	مؤسسة كومن	0.0	تنظيم الأبوة	مؤسسة كومن	0.0	0
للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75	للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75	0
أسوس	أسوس	1.0	أسوس	أسوس	1.0	1
أجهزة الحاسوب المحمولة	أُطلق في وقت سابق في جميع أنحاء العالم لعوامل توفير التكاليف والقدرة الوظيفية	0.0	أجهزة الحاسوب المحمولة	أُطلق وقت سابق أنحاء العالم لعوامل توفير التكاليف والقدرة الوظيفية	0.0	0
الصبي	مكتب بريد أوبانازاوا	0.0	الصبي	مكتب بريد أوبانازاوا	0.0	0
في هذه المرحلة	تلقى بوترو العلاج في كتفه	0.25	المرحلة	تلقى بوترو العلاج كتفه	0.0	0
خسر موراي	موراي	0.6666666666666666	خسر موراي	موراي	0.6666666666666666	0
أطفال	أطفال في سن المدرسة	0.4	أطفال	أطفال سن المدرسة	0.5	0
ذي أنيون	البرنامج اليومي	0.0	أنيون	البرنامج اليومي	0.0	0
عند الساعة 11:20	11:20	0.5	الساعة 11:20	11:20	0.6666666666666666	0
سوء الأحوال الجوية	سوء الأحوال الجوية	1.0	سوء الأحوال الجوية	سوء الأحوال الجوية	1.0	1
العاصفة بعيدة عن اليابسة	فلا يمكن تقييم مدى وقع التأثير المحتمل على الولايات المتحدة أو جزر الكاريبي	0.0	العاصفة بعيدة اليابسة	يمكن تقييم مدى وقع التأثير المحتمل الولايات المتحدة جزر الكاريبي	0.0	0
نائب رئيس الوزراء السنغافوري وونغ كان سينغ	وونغ كان سينغ	0.6	نائب رئيس الوزراء السنغافوري وونغ سينغ	وونغ سينغ	0.5	0
بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	أخبر (بوش) جمهوره	0.0	أسبوعٍ الخسائر انتخابات التجديد النصفي	( بوش ) جمهوره	0.0	0
تمويل عربات قطار إضافية	إعلان اليوم أيضاً تمديد التزام الحكومة الذي وعدت به في مارس هذا العام بتمويل عربات قطار إضافية	0.2857142857142857	تمويل عربات قطار إضافية	إعلان اليوم أيضاً تمديد التزام الحكومة وعدت العام بتمويل عربات قطار إضافية	0.375	0
لجنة رئاسية	لجنة رئاسية	1.0	لجنة رئاسية	لجنة رئاسية	1.0	1
جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان	جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.9333333333333332	رياضة الجمباز وغيرها، آمنةً قدر الإمكان	رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.923076923076923	0
بالاوان	بويرتو برنسيسا	0.0	بالاوان	بويرتو برنسيسا	0.0	0
السكرتير الصحفي	دونالد ترامب	0.0	السكرتير الصحفي	دونالد ترامب	0.0	0
تركيا	تركيا	1.0	تركيا	تركيا	1.0	1
نيران عدائية	لنيران عدائية	0.5	نيران عدائية	لنيران عدائية	0.5	0
الجبلية	الجبلية	1.0	الجبلية	الجبلية	1.0	1
استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة في اتجاه مجرى النهر	0.6666666666666666	استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة اتجاه مجرى النهر	0.7272727272727273	0
7	7 تسديدات	0.6666666666666666	7	7 تسديدات	0.6666666666666666	0
بعد كونه جزءاً في حادث	13	0.0	كونه جزءاً حادث	13	0.0	0
متسابق	زميله	0.0	متسابق	زميله	0.0	0
الخوف الذي ينبع من المجهول أو من عدم السيطرة	التغلب على الخوف الذي ينبع من المجهول أو من عدم السيطرة	0.9	الخوف ينبع المجهول عدم السيطرة	التغلب الخوف ينبع المجهول عدم السيطرة	0.9090909090909091	0
إرسال أمتعة	لا تسمح القوانين الداخلية لشركات الطيران بإرسال أمتعة بلا راكب	0.1666666666666666	إرسال أمتعة	تسمح القوانين الداخلية لشركات الطيران بإرسال أمتعة بلا راكب	0.1818181818181818	0
شرب المشروبات الروحية باعتدال	قم بشرب المشروبات الروحية باعتدال	0.6666666666666665	شرب المشروبات الروحية باعتدال	قم بشرب المشروبات الروحية باعتدال	0.6666666666666665	0
حي القناة	حي القناة	1.0	حي القناة	حي القناة	1.0	1
لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0	لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0	1
الداخل	شبه الجزيرة، والجزر، وبحر روس	0.0	الداخل	الجزيرة، والجزر، وبحر روس	0.0	0
في المناطق النائيّة	المدن أو حرم الجامعات	0.0	المناطق النائيّة	المدن حرم الجامعات	0.0	0
شواطئ نورث شور	أوكلاند	0.0	شواطئ نورث شور	أوكلاند	0.0	0
لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	1.0	لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	1.0	1
الأشخاص الذين يعملون في قطاع الدواجن	مراقبي الطيور	0.0	الأشخاص يعملون قطاع الدواجن	مراقبي الطيور	0.0	0
المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي ببحر البلطيق	1.0	المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي ببحر البلطيق	1.0	1
الكرز والبرقوق	التفاح	0.0	الكرز والبرقوق	التفاح	0.0	0
البرتغاليون	البرتغاليون	1.0	البرتغاليون	البرتغاليون	1.0	1
جمهورية جديدة	أُنشئت جمهورية جديدة	0.8	جمهورية جديدة	أُنشئت جمهورية جديدة	0.8	0
السجال الدبلوماسي	السجال الدبلوماسي	1.0	السجال الدبلوماسي	السجال الدبلوماسي	1.0	1
وجودِ أكثر من مسافرين	هناك رسم إضافي في حالة وجودِ أكثر من مسافرين، لذا قد يكون هذا الخيار أغلى من اللازم	0.2857142857142857	وجودِ مسافرين	رسم إضافي حالة وجودِ مسافرين، لذا يكون الخيار أغلى اللازم	0.16666666666666669	0
 الإنكا	الإنكا	1.0	الإنكا	الإنكا	1.0	1
الطرق والقطارات والقوارب	الطرق والقطارات والقوارب	1.0	الطرق والقطارات والقوارب	الطرق والقطارات والقوارب	1.0	1
ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	خمسة أراضي	0.0	ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	أراضي	0.0	0
إعادة التكيف مع ثقافتهم الأصلية	إعادة التكيف مع ثقافتهم الأصلية	1.0	إعادة التكيف ثقافتهم الأصلية	إعادة التكيف ثقافتهم الأصلية	1.0	1
النرويجيين	النرويجيين في أستراليا	0.5	النرويجيين	النرويجيين أستراليا	0.6666666666666666	0
لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0	لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0	1
قد يكون بعضها مقلدة	قد يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى منها في موطنها	0.3529411764705882	يكون بعضها مقلدة	يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى موطنها	0.30769230769230765	0
في الجزر النائية	الجزر النائية	0.8	الجزر النائية	الجزر النائية	1.0	1
مهرجانات معبد كيرالا	معبد كيرالا	0.8	مهرجانات معبد كيرالا	معبد كيرالا	0.8	0
فرن ميكروويف	فرن ميكروويف أو وسائل أخرى لتسخين الطعام	0.4444444444444445	فرن ميكروويف	فرن ميكروويف وسائل أخرى لتسخين الطعام	0.5	0
إن لم يكن لديك اتصال بالإنترنت في هاتفك، أو عندما يكون خارج النطاق	أسهل الطرق وأكثرها راحةً للتنقل في بلدٍ غير بلدك	0.0909090909090909	يكن لديك اتصال بالإنترنت هاتفك، عندما يكون خارج النطاق	أسهل الطرق وأكثرها راحةً للتنقل بلدٍ بلدك	0.0	0
التلويح	حني السبابة	0.0	التلويح	حني السبابة	0.0	0
"مقاطعة شمال """"كيفو"""""	غوما هي مدينة سياحية في جمهورية الكونغو الديمقراطية	0.0	مقاطعة `` '' كيفو '' ''	غوما مدينة سياحية جمهورية الكونغو الديمقراطية	0.0	0
تقتصر التصاريح	التصاريح	0.6666666666666666	تقتصر التصاريح	التصاريح	0.6666666666666666	0
غالباً ما تكون مغطاة بالخلنج	المستنقعات الخالية من الأشجار التي غالباً ما تكون مغطاة بالخلنج	0.6666666666666666	غالباً تكون مغطاة بالخلنج	المستنقعات الخالية الأشجار غالباً تكون مغطاة بالخلنج	0.7272727272727273	0
خلال الشتاء	تسقط على العديد من محطات التلال كميات كبيرة من الثلج وتقيم أنشطة كالتزحلق والتزلج على الجليد	0.0	خلال الشتاء	تسقط العديد محطات التلال كميات كبيرة الثلج وتقيم أنشطة كالتزحلق والتزلج الجليد	0.0	0
تضع إشعارات تعرض فيها مساعدتك، وتسير على الأرصفة للتواصل مع من يُنظفون يخوتهم أو مع البحارة في الحانة وغيرهم	ستضع إشعارات تعرض فيها مساعدتك	0.25	تضع إشعارات تعرض مساعدتك، وتسير الأرصفة للتواصل يُنظفون يخوتهم البحارة الحانة وغيرهم	ستضع إشعارات تعرض مساعدتك	0.25	0
هذا	إذا كنت تبحث عن دليلٍ على الماضي الاستعماريِّ للمنطقة، فهذا مكانٌ جيدٌ للبدء	0.0		كنت تبحث دليلٍ الماضي الاستعماريِّ للمنطقة، فهذا مكانٌ جيدٌ للبدء	0.0	0
كولون البحرية في الجهة المقابلة	واجهة كولون البحرية	0.5	كولون البحرية الجهة المقابلة	واجهة كولون البحرية	0.5714285714285715	0
قضبان أمان	قضبان أمان	1.0	قضبان أمان	قضبان أمان	1.0	1
الكعب والنعل الناعم الضيق للغاية	الاستقرار	0.0	الكعب والنعل الناعم الضيق للغاية	الاستقرار	0.0	0
قائمة بالمستضيفين المتوفيين	عروض السكن المجاني	0.0	قائمة بالمستضيفين المتوفيين	عروض السكن المجاني	0.0	0
ضيفها المعتاد في العشرينيات من عمره	مسافرين أكبر سناً	0.0	ضيفها المعتاد العشرينيات عمره	مسافرين أكبر سناً	0.0	0
الإنترنت	شراء رقم عالمي بشكل منفصل	0.0	الإنترنت	شراء رقم عالمي بشكل منفصل	0.0	0
أزهار الكرز	أزهار الكرز	1.0	أزهار الكرز	أزهار الكرز	1.0	1
الإمبراطور	الإمبراطور	1.0	الإمبراطور	الإمبراطور	1.0	1
إذا أحضرتِ الملحفة الخاصة بك، وخاصةً ذات الألوان الزاهية	ابتسامة من الراهب أو الراهبة عند المدخل	0.0	أحضرتِ الملحفة الخاصة بك، وخاصةً الألوان الزاهية	ابتسامة الراهب الراهبة المدخل	0.0	0
في الشتاء	تتمكن أيضاً من الاستمتاع بمراقبة بالنجوم	0.0	الشتاء	تتمكن أيضاً الاستمتاع بمراقبة بالنجوم	0.0	0
في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	الهاتف الذي يعمل بالأقمار الصناعية لا يعد عموماً بديلاً عن الهاتف المحمول	0.1	المواقع البعيدة، غياب تغطية الهاتف الخلوي	الهاتف يعمل بالأقمار الصناعية يعد عموماً بديلاً الهاتف المحمول	0.13333333333333333	0
التخييم في الموقع	التخييم في الموقع	1.0	التخييم الموقع	التخييم الموقع	1.0	1
عصائر الفاكهة	عصائر الفاكهة ممتازة على الرغم من أنها باهظة الثمن	0.3636363636363636	عصائر الفاكهة	عصائر الفاكهة ممتازة الرغم أنها باهظة الثمن	0.4444444444444445	0
الإسبان	الإسبان	1.0	الإسبان	الإسبان	1.0	1
أكثر راحة وأقل ازدحامًا	يحتوي كل قطار على عربات الدرجة الأولى والدرجة الثالثة	0.0	راحة وأقل ازدحامًا	يحتوي قطار عربات الدرجة الأولى والدرجة الثالثة	0.0	0
متجر بقالة	متجر بقالة	1.0	متجر بقالة	متجر بقالة	1.0	1
عن طريق رقم هاتف مجاني	رقم هاتف مجاني	0.7499999999999999	طريق رقم هاتف مجاني	رقم هاتف مجاني	0.8571428571428571	0
فحص الهجرة	فحص الهجرة	1.0	فحص الهجرة	فحص الهجرة	1.0	1
سكاي تيم	سكاي تيم	1.0	سكاي تيم	سكاي تيم	1.0	1
جو راننج تورز	جو راننج تورز	1.0	جو راننج تورز	جو راننج تورز	1.0	1
استعمال المنظار	المنظار	0.6666666666666666	استعمال المنظار	المنظار	0.6666666666666666	0
الفيلة والزراف	الفيلة والزراف	1.0	الفيلة والزراف	الفيلة والزراف	1.0	1
تنزيل بيانات اللغة التي تريدها	Google	0.0	تنزيل بيانات اللغة تريدها	Google	0.0	0
الزبادي	جنوب الهند وبعض المناطق الساحلية الأخرى في شبه القارة الهندية	0.0	الزبادي	جنوب الهند وبعض المناطق الساحلية الأخرى القارة الهندية	0.0	0
هؤلاء ليسوا خفيفين جدًا	يجب أن يدور المسار بشكل كبير حول الجبال عبر القارة القطبية الجنوبية للوصول إلى الهضبة	0.0	خفيفين جدًا	يجب يدور المسار بشكل كبير حول الجبال عبر القارة القطبية الجنوبية للوصول الهضبة	0.0	0
شقوق	ثلج	0.0	شقوق	ثلج	0.0	0
في باحة الكنيسة	هالدارسفيك	0.0	باحة الكنيسة	هالدارسفيك	0.0	0
تأشيرات الطلاب	تأشيرات الطلاب	1.0	تأشيرات الطلاب	تأشيرات الطلاب	1.0	1
كطالب دولي	طالب دولي	0.5	كطالب دولي	طالب دولي	0.5	0
في الصيف	تسلق الجبال في الغابات المطيرة	0.2857142857142857	الصيف	تسلق الجبال الغابات المطيرة	0.0	0
منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0	منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0	1
شراء التذاكر مسبقاً قبل بضعة أيام	شراء التذاكر مسبقاً قبل بضعة أيام	1.0	شراء التذاكر مسبقاً بضعة أيام	شراء التذاكر مسبقاً بضعة أيام	1.0	1
تموز عام 2020	2021	0.0	عام 2020	2021	0.0	0
المناخات الحارة	الحارة	0.6666666666666666	المناخات الحارة	الحارة	0.6666666666666666	0
الثروات	الرأس والكتفين فقط لم تعد الثروات الرائعة للمعبد موجودة بداخله، لكن تم إزالتها إلى المتحف المصري بالقاهرة	0.1111111111111111	الثروات	الرأس والكتفين فقط تعد الثروات الرائعة للمعبد موجودة بداخله، تم إزالتها المتحف المصري بالقاهرة	0.13333333333333333	0
تعلنن إنهن متزوجات	ينبغي على النساء المسافرات أن تعلنن إنهن متزوجات	0.5454545454545454	تعلنن إنهن متزوجات	ينبغي النساء المسافرات تعلنن إنهن متزوجات	0.6666666666666666	0
العاثيات	العاثيات أو الفيروسات	0.5	العاثيات	العاثيات الفيروسات	0.6666666666666666	0
العرض	ألغت	0.0	العرض	ألغت	0.0	0
شركة إدارة الفرقة	شركة إدارة الفرقة	1.0	شركة إدارة الفرقة	شركة إدارة الفرقة	1.0	1
جبسون	سائق الشاحنة البالغ من العمر 64 عاماً	0.0	جبسون	سائق الشاحنة البالغ العمر 64 عاماً	0.0	0
"نُقل ""جبسون"" إلى المستشفى، لكنه توفي بعدها بفترة قصيرة. لم يُصب سائق الشاحنة"	فرّ جميعهم عائدين من حيث وقعت الحادثة	0.0	نُقل `` جبسون '' المستشفى، لكنه توفي بعدها بفترة قصيرة . يُصب سائق الشاحنة	فرّ جميعهم عائدين وقعت الحادثة	0.0	0
ولم ترد أخبار عن وقوع أي إصابات كبيرة	خمسة أشخاص على الأقل كانوا في موقع الحادث وقت حدوث الانفجار، وقد تمت معالجتهم من أعراض الصدمة	0.0	ولم ترد أخبار وقوع إصابات كبيرة	أشخاص الأقل كانوا موقع الحادث وقت حدوث الانفجار، وقد تمت معالجتهم أعراض الصدمة	0.0	0
أحد الجيران	أحد الجيران	1.0	الجيران	الجيران	1.0	1
ما يكفي من التباس في الدستور الأفغاني	عثروا على ما يكفي من التباس في الدستور الأفغاني	0.8750000000000001	يكفي التباس الدستور الأفغاني	عثروا يكفي التباس الدستور الأفغاني	0.888888888888889	0
ضابطين	١٩ من المصابين كانوا من ضباط الشرطة. وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم	0.0	ضابطين	١٩ المصابين كانوا ضباط الشرطة . وقالت الشرطة إنها تشتبه مسؤولية مقاتلي داعش المزعومين الهجوم	0.0	0
الشرطة	مكتب المحافظ	0.0	الشرطة	مكتب المحافظ	0.0	0
توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333	توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333	0
غريب الأطوار	مسرح إذاعي على الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ	0.1666666666666666	غريب الأطوار	مسرح إذاعي الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ	0.1818181818181818	0
نيكلاس باكستروم	نيكلاس باكستروم	1.0	نيكلاس باكستروم	نيكلاس باكستروم	1.0	1
أليكس أوفيتشكين	أليكس أوفيتشكين	1.0	أليكس أوفيتشكين	أليكس أوفيتشكين	1.0	1
لإغلاق	استعمال شاحنات التفريغ	0.0	لإغلاق	استعمال شاحنات التفريغ	0.0	0
سايمون	بروكس وكرونينغ	0.0	سايمون	بروكس وكرونينغ	0.0	0
الزلزال لم يستوف متطلبات 6.5 درجة	الزلزال لم يستوف متطلبات 6.5 درجة	1.0	الزلزال يستوف متطلبات 6.5 درجة	الزلزال يستوف متطلبات 6.5 درجة	1.0	1
الضيائيّة والدوران	الضيائيّة والدوران	1.0	الضيائيّة والدوران	الضيائيّة والدوران	1.0	1
