Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
التعليق على تفاصيل الحالات المحتملة	متى يعتقد أن تبدأ الحياة	0.0	التعليق تفاصيل الحالات المحتملة	يعتقد تبدأ الحياة	0.0	0
نحو السماء 	السماء	0.6666666666666666	السماء	السماء	1.0	1
التغيرات في درجات الحرارة	صور الأشعة تحت الحمراء	0.0	التغيرات درجات الحرارة	صور الأشعة الحمراء	0.0	0
صور الأشعة تحت الحمراء	صور الأشعة تحت الحمراء	1.0	صور الأشعة الحمراء	صور الأشعة الحمراء	1.0	1
أنه من مجموعة الإيغور العرقية	ولم تعرف السلطات اسمه	0.0	أنه مجموعة الإيغور العرقية	ولم تعرف السلطات اسمه	0.0	0
منتخب جنوب أفريقيا للرغبي أستراليا	أستراليا	0.3333333333333333	منتخب جنوب أفريقيا للرغبي أستراليا	أستراليا	0.33333333333333337	0
جوهانسبرغ	ملعب إليس بارك في جوهانسبرغ	0.3333333333333333	جوهانسبرغ	ملعب إليس بارك جوهانسبرغ	0.4	0
49	49	1.0	49	49	1.0	1
بولونياا	بولونيا	0.0	بولونياا	بولونيا	0.0	0
مباراة تقرر إقامتها يوم الأحد	قبل مباراة تقرر إقامتها يوم الأحد ضد بولونيا	0.7692307692307693	مباراة تقرر إقامتها يوم الأحد	مباراة تقرر إقامتها يوم الأحد ضد بولونيا	0.8333333333333333	0
29%	29%	1.0	29 %	29 %	1.0	1
في نهاية عهد الملكة إليزابيث الثانية	نهاية عهد الملكة إليزابيث الثانية	0.9090909090909092	نهاية عهد الملكة إليزابيث الثانية	نهاية عهد الملكة إليزابيث الثانية	1.0	1
تنظيم الأبوة	مؤسسة كومن	0.0	تنظيم الأبوة	مؤسسة كومن	0.0	0
للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75	للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75	0
أسوس	أسوس	1.0	أسوس	أسوس	1.0	1
أجهزة الحاسوب المحمولة	أُطلق في وقت سابق في جميع أنحاء العالم لعوامل توفير التكاليف والقدرة الوظيفية	0.0	أجهزة الحاسوب المحمولة	أُطلق وقت سابق أنحاء العالم لعوامل توفير التكاليف والقدرة الوظيفية	0.0	0
الصبي	الصبي	1.0	الصبي	الصبي	1.0	1
في هذه المرحلة	المجموعة الثانية	0.0	المرحلة	المجموعة الثانية	0.0	0
خسر موراي	خسر موراي المجموعة الأولى	0.6666666666666666	خسر موراي	خسر موراي المجموعة الأولى	0.6666666666666666	0
أطفال	أطفال في سن المدرسة	0.4	أطفال	أطفال سن المدرسة	0.5	0
ذي أنيون	ذي أنيون	1.0	أنيون	أنيون	1.0	1
عند الساعة 11:20	11:20	0.5	الساعة 11:20	11:20	0.6666666666666666	0
سوء الأحوال الجوية	سوء الأحوال الجوية	1.0	سوء الأحوال الجوية	سوء الأحوال الجوية	1.0	1
العاصفة بعيدة عن اليابسة	العاصفة بعيدة عن اليابسة	1.0	العاصفة بعيدة اليابسة	العاصفة بعيدة اليابسة	1.0	1
نائب رئيس الوزراء السنغافوري وونغ كان سينغ	وونغ كان سينغ	0.6	نائب رئيس الوزراء السنغافوري وونغ سينغ	وونغ سينغ	0.5	0
بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	1.0	أسبوعٍ الخسائر انتخابات التجديد النصفي	أسبوعٍ الخسائر انتخابات التجديد النصفي	1.0	1
تمويل عربات قطار إضافية	تمديد التزام الحكومة الذي وعدت به في مارس هذا العام بتمويل عربات قطار إضافية	0.3333333333333333	تمويل عربات قطار إضافية	تمديد التزام الحكومة وعدت العام بتمويل عربات قطار إضافية	0.46153846153846156	0
لجنة رئاسية	لجنة رئاسية	1.0	لجنة رئاسية	لجنة رئاسية	1.0	1
جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان	جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.9333333333333332	رياضة الجمباز وغيرها، آمنةً قدر الإمكان	رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.923076923076923	0
بالاوان	بويرتو برنسيسا في بالاوان	0.4	بالاوان	بويرتو برنسيسا بالاوان	0.5	0
السكرتير الصحفي	دونالد ترامب	0.0	السكرتير الصحفي	دونالد ترامب	0.0	0
تركيا	تركيا	1.0	تركيا	تركيا	1.0	1
نيران عدائية	لنيران عدائية	0.5	نيران عدائية	لنيران عدائية	0.5	0
الجبلية	الجبلية	1.0	الجبلية	الجبلية	1.0	1
استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة في اتجاه مجرى النهر	0.6666666666666666	استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة اتجاه مجرى النهر	0.7272727272727273	0
7	7 تسديدات	0.6666666666666666	7	7 تسديدات	0.6666666666666666	0
بعد كونه جزءاً في حادث	13	0.0	كونه جزءاً حادث	13	0.0	0
متسابق	زميله	0.0	متسابق	زميله	0.0	0
الخوف الذي ينبع من المجهول أو من عدم السيطرة	التغلب على الخوف الذي ينبع من المجهول أو من عدم السيطرة	0.9	الخوف ينبع المجهول عدم السيطرة	التغلب الخوف ينبع المجهول عدم السيطرة	0.9090909090909091	0
إرسال أمتعة	فيما يتعلق بمستندات العمل، البضائع وقطع الغيار للإصلاحات العاجلة	0.0	إرسال أمتعة	يتعلق بمستندات العمل، البضائع وقطع الغيار للإصلاحات العاجلة	0.0	0
شرب المشروبات الروحية باعتدال	قم بشرب المشروبات الروحية باعتدال	0.6666666666666665	شرب المشروبات الروحية باعتدال	قم بشرب المشروبات الروحية باعتدال	0.6666666666666665	0
حي القناة	حي القناة	1.0	حي القناة	حي القناة	1.0	1
لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0	لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0	1
الداخل	القارة القطبية الجنوبية	0.0	الداخل	القارة القطبية الجنوبية	0.0	0
في المناطق النائيّة	المناطق النائيّة ذات الظّروف الجويّة الملائمة	0.4444444444444444	المناطق النائيّة	المناطق النائيّة الظّروف الجويّة الملائمة	0.5714285714285715	0
شواطئ نورث شور	أوكلاند	0.0	شواطئ نورث شور	أوكلاند	0.0	0
لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	وبموجب القانون تعتبر اللغة الرسمية الأولى	0.923076923076923	لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	وبموجب القانون تعتبر اللغة الرسمية الأولى	0.923076923076923	0
الأشخاص الذين يعملون في قطاع الدواجن	الأشخاص الذين يعملون في قطاع الدواجن	1.0	الأشخاص يعملون قطاع الدواجن	الأشخاص يعملون قطاع الدواجن	1.0	1
المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي ببحر البلطيق	1.0	المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي ببحر البلطيق	1.0	1
الكرز والبرقوق	التفاح	0.0	الكرز والبرقوق	التفاح	0.0	0
البرتغاليون	البرتغاليون	1.0	البرتغاليون	البرتغاليون	1.0	1
جمهورية جديدة	أُنشئت جمهورية جديدة	0.8	جمهورية جديدة	أُنشئت جمهورية جديدة	0.8	0
السجال الدبلوماسي	السجال الدبلوماسي حول المنطقة	0.6666666666666666	السجال الدبلوماسي	السجال الدبلوماسي حول المنطقة	0.6666666666666666	0
وجودِ أكثر من مسافرين	وجودِ أكثر من مسافرين	1.0	وجودِ مسافرين	وجودِ مسافرين	1.0	1
 الإنكا	الإنكا	1.0	الإنكا	الإنكا	1.0	1
الطرق والقطارات والقوارب	تربط الطرق والقطارات والقوارب	0.8571428571428571	الطرق والقطارات والقوارب	تربط الطرق والقطارات والقوارب	0.8571428571428571	0
ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	خمسة أراضي	0.0	ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	أراضي	0.0	0
إعادة التكيف مع ثقافتهم الأصلية	إعادة التكيف مع ثقافتهم الأصلية	1.0	إعادة التكيف ثقافتهم الأصلية	إعادة التكيف ثقافتهم الأصلية	1.0	1
النرويجيين	النرويجيين	1.0	النرويجيين	النرويجيين	1.0	1
لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0	لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0	1
قد يكون بعضها مقلدة	قد يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى منها في موطنها	0.3529411764705882	يكون بعضها مقلدة	يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى موطنها	0.30769230769230765	0
في الجزر النائية	الجزر النائية	0.8	الجزر النائية	الجزر النائية	1.0	1
مهرجانات معبد كيرالا	معبد كيرالا	0.8	مهرجانات معبد كيرالا	معبد كيرالا	0.8	0
فرن ميكروويف	فرن ميكروويف	1.0	فرن ميكروويف	فرن ميكروويف	1.0	1
إن لم يكن لديك اتصال بالإنترنت في هاتفك، أو عندما يكون خارج النطاق	للتنقل في بلدٍ غير بلدك	0.1111111111111111	يكن لديك اتصال بالإنترنت هاتفك، عندما يكون خارج النطاق	للتنقل بلدٍ بلدك	0.0	0
التلويح	حني السبابة	0.0	التلويح	حني السبابة	0.0	0
"مقاطعة شمال """"كيفو"""""	آمنة بشكل معقول	0.0	مقاطعة `` '' كيفو '' ''	آمنة بشكل معقول	0.0	0
تقتصر التصاريح	تقتصر التصاريح على حماية الوادي، وتكون متاحة في اليوم الأول من الشهر، قبل أربعة أشهر من شهر البدء	0.1999999999999999	تقتصر التصاريح	تقتصر التصاريح حماية الوادي، وتكون متاحة اليوم الأول الشهر، أشهر شهر البدء	0.2857142857142857	0
غالباً ما تكون مغطاة بالخلنج	المستنقعات الخالية من الأشجار التي غالباً ما تكون مغطاة بالخلنج	0.6666666666666666	غالباً تكون مغطاة بالخلنج	المستنقعات الخالية الأشجار غالباً تكون مغطاة بالخلنج	0.7272727272727273	0
خلال الشتاء	الصيف الهندي	0.0	خلال الشتاء	الصيف الهندي	0.0	0
تضع إشعارات تعرض فيها مساعدتك، وتسير على الأرصفة للتواصل مع من يُنظفون يخوتهم أو مع البحارة في الحانة وغيرهم	ستضع إشعارات تعرض فيها مساعدتك	0.25	تضع إشعارات تعرض مساعدتك، وتسير الأرصفة للتواصل يُنظفون يخوتهم البحارة الحانة وغيرهم	ستضع إشعارات تعرض مساعدتك	0.25	0
هذا	الشاطئ الشمالي	0.0		الشاطئ الشمالي	0.0	0
كولون البحرية في الجهة المقابلة	واجهة كولون البحرية في الجهة المقابلة	0.9090909090909092	كولون البحرية الجهة المقابلة	واجهة كولون البحرية الجهة المقابلة	0.888888888888889	0
قضبان أمان	قضبان أمان	1.0	قضبان أمان	قضبان أمان	1.0	1
الكعب والنعل الناعم الضيق للغاية	الكعب والنعل الناعم الضيق للغاية	1.0	الكعب والنعل الناعم الضيق للغاية	الكعب والنعل الناعم الضيق للغاية	1.0	1
قائمة بالمستضيفين المتوفيين	قائمة بالمستضيفين المتوفيين	1.0	قائمة بالمستضيفين المتوفيين	قائمة بالمستضيفين المتوفيين	1.0	1
ضيفها المعتاد في العشرينيات من عمره	الشباب	0.0	ضيفها المعتاد العشرينيات عمره	الشباب	0.0	0
الإنترنت	شراء رقم عالمي بشكل منفصل	0.0	الإنترنت	شراء رقم عالمي بشكل منفصل	0.0	0
أزهار الكرز	أزهار الكرز	1.0	أزهار الكرز	أزهار الكرز	1.0	1
الإمبراطور	الإمبراطور	1.0	الإمبراطور	الإمبراطور	1.0	1
إذا أحضرتِ الملحفة الخاصة بك، وخاصةً ذات الألوان الزاهية	إذا أحضرتِ الملحفة الخاصة بك	0.5714285714285714	أحضرتِ الملحفة الخاصة بك، وخاصةً الألوان الزاهية	أحضرتِ الملحفة الخاصة	0.6	0
في الشتاء	الشتاء	0.6666666666666666	الشتاء	الشتاء	1.0	1
في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	غياب تغطية الهاتف الخلوي	0.6666666666666666	المواقع البعيدة، غياب تغطية الهاتف الخلوي	غياب تغطية الهاتف الخلوي	0.8	0
التخييم في الموقع	التخييم في الموقع	1.0	التخييم الموقع	التخييم الموقع	1.0	1
عصائر الفاكهة	النبيذ النيوزيلندي والأسترالي قد يحظيا بانتشار أوسع	0.0	عصائر الفاكهة	النبيذ النيوزيلندي والأسترالي يحظيا بانتشار أوسع	0.0	0
الإسبان	الإسبان	1.0	الإسبان	الإسبان	1.0	1
أكثر راحة وأقل ازدحامًا	أرخص من تذاكر المترو العادية في أوروبا	0.0	راحة وأقل ازدحامًا	أرخص تذاكر المترو العادية أوروبا	0.0	0
متجر بقالة	متجر بقالة	1.0	متجر بقالة	متجر بقالة	1.0	1
عن طريق رقم هاتف مجاني	رقم هاتف مجاني	0.7499999999999999	طريق رقم هاتف مجاني	رقم هاتف مجاني	0.8571428571428571	0
فحص الهجرة	فحص الهجرة	1.0	فحص الهجرة	فحص الهجرة	1.0	1
سكاي تيم	سكاي تيم	1.0	سكاي تيم	سكاي تيم	1.0	1
جو راننج تورز	جو راننج تورز	1.0	جو راننج تورز	جو راننج تورز	1.0	1
استعمال المنظار	باستعمال المنظار	0.5	استعمال المنظار	باستعمال المنظار	0.5	0
الفيلة والزراف	الفيلة والزراف	1.0	الفيلة والزراف	الفيلة والزراف	1.0	1
تنزيل بيانات اللغة التي تريدها	Google	0.0	تنزيل بيانات اللغة تريدها	Google	0.0	0
الزبادي	جنوب الهند	0.0	الزبادي	جنوب الهند	0.0	0
هؤلاء ليسوا خفيفين جدًا	هؤلاء ليسوا خفيفين جدًا	1.0	خفيفين جدًا	خفيفين جدًا	1.0	1
شقوق	ثلج	0.0	شقوق	ثلج	0.0	0
في باحة الكنيسة	هالدارسفيك	0.0	باحة الكنيسة	هالدارسفيك	0.0	0
تأشيرات الطلاب	تأشيرات الطلاب	1.0	تأشيرات الطلاب	تأشيرات الطلاب	1.0	1
كطالب دولي	طالب دولي	0.5	كطالب دولي	طالب دولي	0.5	0
في الصيف	الصيف	0.6666666666666666	الصيف	الصيف	1.0	1
منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0	منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0	1
شراء التذاكر مسبقاً قبل بضعة أيام	شراء التذاكر مسبقاً قبل بضعة أيام	1.0	شراء التذاكر مسبقاً بضعة أيام	شراء التذاكر مسبقاً بضعة أيام	1.0	1
تموز عام 2020	2020	0.5	عام 2020	2020	0.6666666666666666	0
المناخات الحارة	المناخات الحارة	1.0	المناخات الحارة	المناخات الحارة	1.0	1
الثروات	الرأس والكتفين	0.0	الثروات	الرأس والكتفين	0.0	0
تعلنن إنهن متزوجات	ينبغي على النساء المسافرات أن تعلنن إنهن متزوجات	0.5454545454545454	تعلنن إنهن متزوجات	ينبغي النساء المسافرات تعلنن إنهن متزوجات	0.6666666666666666	0
العاثيات	العاثيات أو الفيروسات	0.5	العاثيات	العاثيات الفيروسات	0.6666666666666666	0
العرض	العرض	1.0	العرض	العرض	1.0	1
شركة إدارة الفرقة	HK Management Inc. سبب أولي وراء الإلغاء في يوم 20 من أيلول، لكنها وضعت اللوم على الأسباب اللوجستية	0.0	شركة إدارة الفرقة	HK Management Inc. سبب أولي وراء الإلغاء يوم 20 أيلول، لكنها وضعت اللوم الأسباب اللوجستية	0.0	0
جبسون	لم يُصب سائق الشاحنة	0.0	جبسون	يُصب سائق الشاحنة	0.0	0
"نُقل ""جبسون"" إلى المستشفى، لكنه توفي بعدها بفترة قصيرة. لم يُصب سائق الشاحنة"	"نُقل ""جبسون"" إلى المستشفى، لكنه توفي بعدها بفترة قصيرة"	0.8181818181818181	نُقل `` جبسون '' المستشفى، لكنه توفي بعدها بفترة قصيرة . يُصب سائق الشاحنة	نُقل `` جبسون '' المستشفى، لكنه توفي بعدها بفترة قصيرة	0.8421052631578948	0
ولم ترد أخبار عن وقوع أي إصابات كبيرة	ولم ترد أخبار عن وقوع أي إصابات كبيرة	1.0	ولم ترد أخبار وقوع إصابات كبيرة	ولم ترد أخبار وقوع إصابات كبيرة	1.0	1
أحد الجيران	أحد الجيران	1.0	الجيران	الجيران	1.0	1
ما يكفي من التباس في الدستور الأفغاني	عثروا على ما يكفي من التباس في الدستور الأفغاني	0.8750000000000001	يكفي التباس الدستور الأفغاني	عثروا يكفي التباس الدستور الأفغاني	0.888888888888889	0
ضابطين	١٩	0.0	ضابطين	١٩	0.0	0
الشرطة	مكتب المحافظ	0.0	الشرطة	مكتب المحافظ	0.0	0
توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333	توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333	0
غريب الأطوار	غريب الأطوار	1.0	غريب الأطوار	غريب الأطوار	1.0	1
نيكلاس باكستروم	نيكلاس باكستروم	1.0	نيكلاس باكستروم	نيكلاس باكستروم	1.0	1
أليكس أوفيتشكين	أليكس أوفيتشكين	1.0	أليكس أوفيتشكين	أليكس أوفيتشكين	1.0	1
لإغلاق	استعمال شاحنات التفريغ	0.0	لإغلاق	استعمال شاحنات التفريغ	0.0	0
سايمون	بروكس وكرونينغ	0.0	سايمون	بروكس وكرونينغ	0.0	0
الزلزال لم يستوف متطلبات 6.5 درجة	الزلزال لم يستوف متطلبات 6.5 درجة	1.0	الزلزال يستوف متطلبات 6.5 درجة	الزلزال يستوف متطلبات 6.5 درجة	1.0	1
الضيائيّة والدوران	الضيائيّة والدوران	1.0	الضيائيّة والدوران	الضيائيّة والدوران	1.0	1
