Annotator,link,question_number,flores_passage,question,dialect,ds,multi-choice_answer,Span,Belebele problem?
Anonymous,https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Matter_Is_The_Stuff_Around_You,2,"Elements and compounds can move from one state to another and not change. Nitrogen as a gas still has the same properties as liquid nitrogen. The liquid state is denser but the molecules are still the same. Water is another example. The compound water is made up of two hydrogen atoms and one oxygen atom. It has the same molecular structure whether it is a gas, liquid, or solid. Although its physical state may change, its chemical state remains the same.","When water changes forms, what will remain the same?",eng_Latn,05/03/2023,Molecular structure,"Elements and compounds can move from one state to another and not change. Nitrogen as a gas still has the same properties as liquid nitrogen. The liquid state is denser but the molecules are still the same. Water is another example. The compound water is made up of two hydrogen atoms and one oxygen atom. It has the same molecular structure whether it is a gas, liquid, or solid. Although its physical state may change, its $!chemical state!$ remains the same.",No
Anonymous,https://en.wikibooks.org/wiki/Wikijunior:United_States_Charters_of_Freedom/Declaration_of_Independence,1,"""If you have watched the movie National Treasure, you may think a treasure map was written on the back of the Declaration of Independence. However, that is not true. Although there is something written on the back of the document, it is not a treasure map. Written on the back of the Declaration of Independence were the words """"Original Declaration of Independence dated 4th July 1776"""". The text appears on the bottom of the document, upside down. While no one knows for certain who wrote it, it is known that early in its life, the large parchment document (it measures 29¾ inches by 24½ inches) was rolled up for storage. So, it is likely that the notation was added simply as a label.""",How are the words on the back of the Declaration of Independence written?,eng_Latn,05/03/2023,Upside down,"""If you have watched the movie National Treasure, you may think a treasure map was written on the back of the Declaration of Independence. However, that is not true. Although there is something written on the back of the document, it is not a treasure map. Written on the back of the Declaration of Independence were the words """"Original Declaration of Independence dated 4th July 1776"""". The text appears on the bottom of the document, $!upside down!$. While no one knows for certain who wrote it, it is known that early in its life, the large parchment document (it measures 29¾ inches by 24½ inches) was rolled up for storage. So, it is likely that the notation was added simply as a label.""",No
Anonymous,https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Botanic_Gardens,2,"Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City. In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.",What is the Vanda Miss Joaquim?,eng_Latn,05/03/2023,A flower,"Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City. In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's $!national flower!$.",No
Anonymous,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Battle_of_Britain,1,"With the battle for France over, Germany began to get ready to invade the island of Britain. Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak. But the Royal Navy was still much stronger than the German Navy (“Kriegsmarine”) and could have destroyed any invasion fleet sent across the English Channel. However, very few Royal Navy ships were based near the likely invasion routes as the admirals were afraid they would be sunk by German air attack.",Operation Sealion was an invasion of which country?,eng_Latn,05/03/2023,Britain,"With the battle for France over, Germany began to get ready to invade the island of $!Britain!$. Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak. But the Royal Navy was still much stronger than the German Navy (“Kriegsmarine”) and could have destroyed any invasion fleet sent across the English Channel. However, very few Royal Navy ships were based near the likely invasion routes as the admirals were afraid they would be sunk by German air attack.",No
Anonymous,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Battle_of_Britain,2,"With the battle for France over, Germany began to get ready to invade the island of Britain. Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak. But the Royal Navy was still much stronger than the German Navy (“Kriegsmarine”) and could have destroyed any invasion fleet sent across the English Channel. However, very few Royal Navy ships were based near the likely invasion routes as the admirals were afraid they would be sunk by German air attack.",What did Germany call the attack on Britain?,eng_Latn,05/03/2023,Operation Sealion,"With the battle for France over, Germany began to get ready to invade the island of Britain. Germany code-named the attack “$!Operation Sealion!$”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak. But the Royal Navy was still much stronger than the German Navy (“Kriegsmarine”) and could have destroyed any invasion fleet sent across the English Channel. However, very few Royal Navy ships were based near the likely invasion routes as the admirals were afraid they would be sunk by German air attack.",No
Anonymous,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Battleships,1,"""Let's start with an explanation about Italy's plans. Italy was mainly the """"little brother"""" of Germany and Japan. It had a weaker army and a weaker navy, although they had just built four new ships right before the beginning of the war. Italy's main goals were African countries. To capture those countries, they would need to have a troop launching pad, so as troops could sail across the Mediterranean Sea and invade Africa. For that, they had to get rid of British bases and ships in Egypt. Besides those actions, Italy's battleships were not supposed to do anything else. Now for Japan. Japan was an island country, just like Britain.""",What is not mentioned as a necessary step in Italy’s plan to capture African countries?,eng_Latn,05/03/2023,Building additional ships,X,No
Anonymous,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Liberation_of_Western_Europe,1,"""The D-Day landings and the following battles had freed the north of France, but the south still wasn't free. It was ruled by the """"Vichy"""" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them. On 15 August 1940, the Allies invaded southern France, the invasion was called """"Operation Dragoon"""". In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.""",Who established friendly relations with invaders?,eng_Latn,05/03/2023,The Vichy French,"""The D-Day landings and the following battles had freed the north of France, but the south still wasn't free. It was ruled by the $!""""Vichy"""" French!$. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them. On 15 August 1940, the Allies invaded southern France, the invasion was called """"Operation Dragoon"""". In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.""",No
Anonymous,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Liberation_of_Western_Europe,2,"""The D-Day landings and the following battles had freed the north of France, but the south still wasn't free. It was ruled by the """"Vichy"""" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them. On 15 August 1940, the Allies invaded southern France, the invasion was called """"Operation Dragoon"""". In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.""",Who were the Allies involved in Operation Dragoon?,eng_Latn,05/03/2023,The Americans and Free French,"""The D-Day landings and the following battles had freed the north of France, but the south still wasn't free. It was ruled by the """"Vichy"""" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them. On 15 August 1940, the Allies invaded southern France, the invasion was called """"Operation Dragoon"""". In just two weeks $!the Americans and Free French forces!$ had liberated southern France and were turning towards Germany.""",No
Anonymous,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Submarines,1,"Submarines are ships designed to travel underwater, and remain there for an extended amount of time. Submarines were used in World War I and World War II. Back then they were very slow and had a very limited shooting range. In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines. Because of their success with submarines, after the war Germans aren't trusted to have many of them.",The development of what technology caused submarines to start traveling under water?,eng_Latn,05/03/2023,Radar,"Submarines are ships designed to travel underwater, and remain there for an extended amount of time. Submarines were used in World War I and World War II. Back then they were very slow and had a very limited shooting range. In the beginning of the war they mostly travelled on top of the sea, but as $!radar!$ began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines. Because of their success with submarines, after the war Germans aren't trusted to have many of them.",No
Anonymous,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Submarines,2,"Submarines are ships designed to travel underwater, and remain there for an extended amount of time. Submarines were used in World War I and World War II. Back then they were very slow and had a very limited shooting range. In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines. Because of their success with submarines, after the war Germans aren't trusted to have many of them.","During their first usage, submarines had a very limited range in what area?",eng_Latn,05/03/2023,Shooting,"Submarines are ships designed to travel underwater, and remain there for an extended amount of time. Submarines were used in World War I and World War II. Back then they were very slow and had a very limited $!shooting!$ range. In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen. German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines. Because of their success with submarines, after the war Germans aren't trusted to have many of them.",No
Anonymous,https://en.wikibooks.org/wiki/World_War_II/Fall_of_East_Africa_and_War_in_North_Africa,1,"Things did not go well for the Italians in North Africa almost from the start. Within a week of Italy's declaration of war on June 10, 1940, the British 11th Hussars had seized Fort Capuzzo in Libya. In an ambush east of Bardia, the British captured the Italian Tenth Army's Engineer-in-Chief, General Lastucci. On June 28, Marshal Italo Balbo, the Governor-General of Libya and apparent heir to Mussolini, was killed by friendly fire while landing in Tobruk.",What happened to the Engineer-in-Chief of the Italian Tenth Army?,eng_Latn,05/03/2023,He was captured by the British,"Things did not go well for the Italians in North Africa almost from the start. Within a week of Italy's declaration of war on June 10, 1940, the British 11th Hussars had seized Fort Capuzzo in Libya. In an ambush east of Bardia, $!the British captured the Italian Tenth Army's Engineer-in-Chief!$, General Lastucci. On June 28, Marshal Italo Balbo, the Governor-General of Libya and apparent heir to Mussolini, was killed by friendly fire while landing in Tobruk.",No
Anonymous,https://en.wikibooks.org/wiki/World_War_II/Fall_of_East_Africa_and_War_in_North_Africa,2,"Things did not go well for the Italians in North Africa almost from the start. Within a week of Italy's declaration of war on June 10, 1940, the British 11th Hussars had seized Fort Capuzzo in Libya. In an ambush east of Bardia, the British captured the Italian Tenth Army's Engineer-in-Chief, General Lastucci. On June 28, Marshal Italo Balbo, the Governor-General of Libya and apparent heir to Mussolini, was killed by friendly fire while landing in Tobruk.",Where was Italo Balbo killed?,eng_Latn,05/03/2023,Tobruk,"Things did not go well for the Italians in North Africa almost from the start. Within a week of Italy's declaration of war on June 10, 1940, the British 11th Hussars had seized Fort Capuzzo in Libya. In an ambush east of Bardia, the British captured the Italian Tenth Army's Engineer-in-Chief, General Lastucci. On June 28, Marshal Italo Balbo, the Governor-General of Libya and apparent heir to Mussolini, was killed by friendly fire while landing $!in Tobruk!$.",No
Anonymous,https://en.wikinews.org/wiki/2009_Shri_Shyam_Bhajan_Hindu_religious_festival_held_in_Hyderabad,1,"The program started at 8:30 p.m. local time (15.00 UTC). Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet. Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him. Then, Lakkha Singh took the lead in singing the bhajans. 108 plates of Chhappan Bhog (in Hinduism, 56 different edible items, like, sweets, fruits, nuts, dishes etc. which are offered to deity) were served to Baba Shyam. Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.",Who presented the second devotional song during the program?,eng_Latn,05/03/2023,Jai Shankar Choudhary,"The program started at 8:30 p.m. local time (15.00 UTC). Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet. Singer Sanju Sharma started the evening, followed by $!Jai Shankar Choudhary!$. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him. Then, Lakkha Singh took the lead in singing the bhajans. 108 plates of Chhappan Bhog (in Hinduism, 56 different edible items, like, sweets, fruits, nuts, dishes etc. which are offered to deity) were served to Baba Shyam. Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.",No
Anonymous,https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,1,"""The celebrations started with a special show by the world-renowned group Cirque du Soleil. It was followed by the Istanbul State Symphony Orchestra, a Janissary band, and the singers Fatih Erkoç and Müslüm Gürses. Then Whirling Dervishes took to the stage. Turkish diva Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou. To finish, Turkish dance group Fire of Anatolia performed the show """"Troy"""".""",What was the second-last performance of the evening?,eng_Latn,05/03/2023,"Sezen Aksu, Alessandro Safina and Haris Alexiou","""The celebrations started with a special show by the world-renowned group Cirque du Soleil. It was followed by the Istanbul State Symphony Orchestra, a Janissary band, and the singers Fatih Erkoç and Müslüm Gürses. Then Whirling Dervishes took to the stage. Turkish diva $!Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou!$. To finish, Turkish dance group Fire of Anatolia performed the show """"Troy"""".""",No
Anonymous,https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,2,"""The celebrations started with a special show by the world-renowned group Cirque du Soleil. It was followed by the Istanbul State Symphony Orchestra, a Janissary band, and the singers Fatih Erkoç and Müslüm Gürses. Then Whirling Dervishes took to the stage. Turkish diva Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou. To finish, Turkish dance group Fire of Anatolia performed the show """"Troy"""".""",What nationality is Alessandro Safina?,eng_Latn,05/03/2023,Italian,"""The celebrations started with a special show by the world-renowned group Cirque du Soleil. It was followed by the Istanbul State Symphony Orchestra, a Janissary band, and the singers Fatih Erkoç and Müslüm Gürses. Then Whirling Dervishes took to the stage. Turkish diva Sezen Aksu performed with the $!Italian!$ tenor Alessandro Safina and Greek singer Haris Alexiou. To finish, Turkish dance group Fire of Anatolia performed the show """"Troy"""".""",No
Anonymous,https://en.wikinews.org/wiki/8.0_magnitude_earthquake_occurs_near_Tonga,1,"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue. No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC. Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.",Where was there a power outage due to the tsunami activity?,eng_Latn,05/03/2023,Tonga,"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue. No major damage or injuries have been reported $!in Tonga!$, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC. Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.",No
Anonymous,https://en.wikinews.org/wiki/A_5.6_Richter_quake_hits_Western_Montana,1,"A moderate earthquake shook western Montana at 10:08 p.m. on Monday. No immediate reports of damage have been received by the United States Geological Survey (USGS) and its National Earthquake Information Center. The earthquake was centered about 20 km (15 miles) north-northeast of Dillon, and about 65 km (40 miles) south of Butte.",Where was the earthquake centered in relation to Butte?,eng_Latn,05/03/2023,40 miles south,"A moderate earthquake shook western Montana at 10:08 p.m. on Monday. No immediate reports of damage have been received by the United States Geological Survey (USGS) and its National Earthquake Information Center. The earthquake was centered about 20 km (15 miles) north-northeast of Dillon, and $!about 65 km (40 miles) south of Butte!$.",No
Anonymous,https://en.wikinews.org/wiki/A1GP_New_Zealand_speeds_its_way_into_record_books,1,"Jonny Reid, co-driver for the A1GP New Zealand team, today made history by driving the fastest over the 48-year-old Auckland Harbour Bridge, New Zealand, legally. Mr Reid managed to drive the New Zealand's A1GP car, Black Beauty at speeds over 160km/h seven times over the bridge. The New Zealand police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.",When were the police able to use their radar guns to clock Jonny Reid’s driving speed?,eng_Latn,05/03/2023,While he was driving at 160km/h,"Jonny Reid, co-driver for the A1GP New Zealand team, today made history by driving the fastest over the 48-year-old Auckland Harbour Bridge, New Zealand, legally. Mr Reid managed to drive the New Zealand's A1GP car, Black Beauty at speeds over 160km/h seven times over the bridge. The New Zealand police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was $!when he slowed down to 160km/h!$.",No
Anonymous,https://en.wikinews.org/wiki/Abu_Ghraib_prison_burns_after_riot,1,Iraq's Abu Ghraib prison has been set alight during a riot. The jail became notorious after prisoner abuse was discovered there after US forces took over.,What occurred during the riot at Abu Ghraib?,eng_Latn,05/03/2023,The prison was set on fire,Iraq's $!Abu Ghraib prison has been set alight!$ during a riot. The jail became notorious after prisoner abuse was discovered there after US forces took over.,No
Anonymous,https://en.wikinews.org/wiki/Abu_Ghraib_prison_burns_after_riot,2,Iraq's Abu Ghraib prison has been set alight during a riot. The jail became notorious after prisoner abuse was discovered there after US forces took over.,Why did the Iraqi prison gain notoriety?,eng_Latn,05/03/2023,The discovery of inmate abuse,Iraq's Abu Ghraib prison has been set alight during a riot. The jail became notorious after $!prisoner abuse was discovered!$ there after US forces took over.,No
Anonymous,https://en.wikinews.org/wiki/Aerosmith_sued_over_late_cancellation_of_gig_in_Maui_Hawaii,1,"The band canceled the show at Maui's War Memorial Stadium, which was set to be attended by 9,000 people, and apologized to fans. The band's management company, HK Management Inc., gave no initial reason when they canceled on September 20, but blamed logistical reasons by the next day.",What type of event was to be held at Maui's War Memorial Stadium?,eng_Latn,05/03/2023,Concert,"The band canceled $!the show!$ at Maui's War Memorial Stadium, which was set to be attended by 9,000 people, and apologized to fans. The band's management company, HK Management Inc., gave no initial reason when they canceled on September 20, but blamed logistical reasons by the next day.",No
Anonymous,https://en.wikinews.org/wiki/Aerosmith_sued_over_late_cancellation_of_gig_in_Maui_Hawaii,2,"The band canceled the show at Maui's War Memorial Stadium, which was set to be attended by 9,000 people, and apologized to fans. The band's management company, HK Management Inc., gave no initial reason when they canceled on September 20, but blamed logistical reasons by the next day.",Who eventually provided an explanation regarding the cancellation of the event?,eng_Latn,05/03/2023,The management company,"The band canceled the show at Maui's War Memorial Stadium, which was set to be attended by 9,000 people, and apologized to fans. The $!band's management company!$, HK Management Inc., gave no initial reason when they canceled on September 20, but blamed logistical reasons by the next day.",BB
Anonymous,https://en.wikinews.org/wiki/Akayev_flees_Kyrgyzstan_as_protesters_seize_control_of_Bishkek,1,"""Widespread looting reportedly continued overnight, as law enforcement officers were not present on Bishkek's streets. Bishkek was described as sinking into a state of """"anarchy"""" by one observer, as gangs of people roamed the streets and plundered stores of consumer goods. Several Bishkek residents blamed protesters from the south for the lawlessness.""",Who did several of Bishkek’s residents think were responsible for the looting?,eng_Latn,05/03/2023,Protesters,"""Widespread looting reportedly continued overnight, as law enforcement officers were not present on Bishkek's streets. Bishkek was described as sinking into a state of """"anarchy"""" by one observer, as gangs of people roamed the streets and plundered stores of consumer goods. Several Bishkek residents blamed $!protesters!$ from the south for the lawlessness.""",No
Anonymous,https://en.wikinews.org/wiki/Akayev_flees_Kyrgyzstan_as_protesters_seize_control_of_Bishkek,2,"""Widespread looting reportedly continued overnight, as law enforcement officers were not present on Bishkek's streets. Bishkek was described as sinking into a state of """"anarchy"""" by one observer, as gangs of people roamed the streets and plundered stores of consumer goods. Several Bishkek residents blamed protesters from the south for the lawlessness.""",Who blamed protesters from the south for the looting?,eng_Latn,05/03/2023,Residents of Bishkek,"""Widespread looting reportedly continued overnight, as law enforcement officers were not present on Bishkek's streets. Bishkek was described as sinking into a state of """"anarchy"""" by one observer, as gangs of people roamed the streets and plundered stores of consumer goods. Several $!Bishkek residents!$ blamed protesters from the south for the lawlessness.""",No
Anonymous,https://en.wikinews.org/wiki/Amazon_to_buy_smart_doorbell_startup_Ring,1,"Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage. He built a WiFi door bell, he said. Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup. In late 2017, Siminoff appeared on shopping television channel QVC. Ring also settled a lawsuit with competing security company, the ADT Corporation.",When did Ring experience increased sales?,eng_Latn,05/03/2023,After an appearance on Shark Tank,"Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage. He built a WiFi door bell, he said. Siminoff said sales boosted after his $!2013!$ appearance in a Shark Tank episode where the show panel declined funding the startup. In late 2017, Siminoff appeared on shopping television channel QVC. Ring also settled a lawsuit with competing security company, the ADT Corporation.",No
Anonymous,https://en.wikinews.org/wiki/Amazon_to_buy_smart_doorbell_startup_Ring,2,"Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage. He built a WiFi door bell, he said. Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup. In late 2017, Siminoff appeared on shopping television channel QVC. Ring also settled a lawsuit with competing security company, the ADT Corporation.",When did Jamie Siminoff decide to start Ring?,eng_Latn,05/03/2023,After realizing his own doorbell was inadequate,"Previously, Ring's CEO, Jamie Siminoff, remarked the company started $!when his doorbell wasn't audible from his shop in his garage!$. He built a WiFi door bell, he said. Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup. In late 2017, Siminoff appeared on shopping television channel QVC. Ring also settled a lawsuit with competing security company, the ADT Corporation.",No
Anonymous,https://en.wikinews.org/wiki/American_children%27s_show_Reading_Rainbow_ends_26_year_run,1,"""The PBS show has more than two-dozen Emmy awards, and its run is shorter only than Sesame Street and Mister Rogers' Neighborhood. Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories. Each show would also provide recommendations for books that children should look for when they went to their library. John Grant, from WNED Buffalo (Reading Rainbow's home station) said """"Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read."""" It is believed by some, including John Grant, that both the funding crunch and a shift in the philosophy of educational television programming contributed to ending the series.""",Each Reading Rainbow episode offered kids recommendations for what?,eng_Latn,05/03/2023,Books,"""The PBS show has more than two-dozen Emmy awards, and its run is shorter only than Sesame Street and Mister Rogers' Neighborhood. Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories. Each show would also provide recommendations for $!books!$ that children should look for when they went to their library. John Grant, from WNED Buffalo (Reading Rainbow's home station) said """"Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read."""" It is believed by some, including John Grant, that both the funding crunch and a shift in the philosophy of educational television programming contributed to ending the series.""",No
Anonymous,https://en.wikinews.org/wiki/American_children%27s_show_Reading_Rainbow_ends_26_year_run,2,"""The PBS show has more than two-dozen Emmy awards, and its run is shorter only than Sesame Street and Mister Rogers' Neighborhood. Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories. Each show would also provide recommendations for books that children should look for when they went to their library. John Grant, from WNED Buffalo (Reading Rainbow's home station) said """"Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read."""" It is believed by some, including John Grant, that both the funding crunch and a shift in the philosophy of educational television programming contributed to ending the series.""",What may have contributed to the cancellation of the Reading Rainbow series?,eng_Latn,05/03/2023,Insufficient funding,"""The PBS show has more than two-dozen Emmy awards, and its run is shorter only than Sesame Street and Mister Rogers' Neighborhood. Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories. Each show would also provide recommendations for books that children should look for when they went to their library. John Grant, from WNED Buffalo (Reading Rainbow's home station) said """"Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read."""" It is believed by some, including John Grant, that both $!the funding crunch and a shift in the philosophy of educational television programming!$ contributed to ending the series.""",No
Anonymous,https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe,1,"Organisers of the protest said about 100,000 people turned up in German cities such as Berlin, Cologne, Hamburg, and Hanover. In Berlin, police estimated 6,500 protestors. Protests also took place in Paris, Sofia in Bulgaria, Vilnius in Lithuania, Valetta in Malta, Tallinn in Estonia, and Edinburgh and Glasgow in Scotland. In London, about 200 people protested outside some major copyright holders' offices. Last month, there were major protests in Poland when that country signed ACTA, which has led to the Polish government deciding not to ratify the agreement, for now. Latvia and Slovakia have both delayed the process of joining ACTA.","In response to the protests, which country did not move forward with their signed ACTA agreement?",eng_Latn,05/03/2023,Poland,"Organisers of the protest said about 100,000 people turned up in German cities such as Berlin, Cologne, Hamburg, and Hanover. In Berlin, police estimated 6,500 protestors. Protests also took place in Paris, Sofia in Bulgaria, Vilnius in Lithuania, Valetta in Malta, Tallinn in Estonia, and Edinburgh and Glasgow in Scotland. In London, about 200 people protested outside some major copyright holders' offices. Last month, there were major protests in Poland when that country signed ACTA, which has led to the $!Polish government!$ deciding not to ratify the agreement, for now. Latvia and Slovakia have both delayed the process of joining ACTA.",BB
Anonymous,https://en.wikinews.org/wiki/Apple_introduces_iPhone_and_Apple_TV,1,"""Apple CEO Steve Jobs unveiled the device by walking onto the stage and taking the iPhone out of his jeans pocket. During his 2 hour speech he stated that """"Today Apple is going to reinvent the phone, We are going to make history today"""".""","During his speech, what did Steve Jobs say Apple was going to reinvent?",eng_Latn,05/03/2023,The phone,"""Apple CEO Steve Jobs unveiled the device by walking onto the stage and taking the iPhone out of his jeans pocket. During his 2 hour speech he stated that """"Today Apple is going to reinvent $!the phone!$, We are going to make history today"""".""",No
Anonymous,https://en.wikinews.org/wiki/Apple_introduces_iPhone_and_Apple_TV,2,"""Apple CEO Steve Jobs unveiled the device by walking onto the stage and taking the iPhone out of his jeans pocket. During his 2 hour speech he stated that """"Today Apple is going to reinvent the phone, We are going to make history today"""".""",What was the purpose of Steve Jobs' two-hour speech?,eng_Latn,05/03/2023,To launch a new phone,"""Apple CEO Steve Jobs $!unveiled the device!$ by walking onto the stage and taking the iPhone out of his jeans pocket. During his 2 hour speech he stated that """"Today Apple is going to reinvent the phone, We are going to make history today"""".""",BB
Anonymous,https://en.wikinews.org/wiki/Apple_Japan_to_replace_overheating_iPod_Nanos,1,"""Around 60 cases of malfunctioning iPods overheating have been reported, causing a total of six fires and leaving four people with minor burns. Japan's Ministry of Economy, Trade and Industry (METI) said that it had been aware of 27 accidents related to the devices. Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called """"non-serious."""" The ministry responded by calling Apple's postponement of the report """"truly regrettable.""""""",How many people were injured as a result of iPod overheating incidents?,eng_Latn,05/03/2023,4,"""Around 60 cases of malfunctioning iPods overheating have been reported, causing a total of six fires and leaving $!four!$ people with minor burns. Japan's Ministry of Economy, Trade and Industry (METI) said that it had been aware of 27 accidents related to the devices. Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called """"non-serious."""" The ministry responded by calling Apple's postponement of the report """"truly regrettable.""""""",No
Anonymous,https://en.wikinews.org/wiki/Apple_Japan_to_replace_overheating_iPod_Nanos,2,"""Around 60 cases of malfunctioning iPods overheating have been reported, causing a total of six fires and leaving four people with minor burns. Japan's Ministry of Economy, Trade and Industry (METI) said that it had been aware of 27 accidents related to the devices. Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called """"non-serious."""" The ministry responded by calling Apple's postponement of the report """"truly regrettable.""""""",Who said that the overheating incidents were not very serious?,eng_Latn,05/03/2023,Apple,"""Around 60 cases of malfunctioning iPods overheating have been reported, causing a total of six fires and leaving four people with minor burns. Japan's Ministry of Economy, Trade and Industry (METI) said that it had been aware of 27 accidents related to the devices. Last week, METI announced that $!Apple!$ had informed it of 34 additional overheating incidents, which the company called """"non-serious."""" The ministry responded by calling Apple's postponement of the report """"truly regrettable.""""""",No
Anonymous,https://en.wikinews.org/wiki/Argentina%27s_first_lady_launches_presidential_bid,1,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires. Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.",What did Cristina Fernandez de Kirchner announce at the Argentine Theatre?,eng_Latn,05/03/2023,Her presidential candidacy,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced $!her presidential candidacy!$ yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires. Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.",No
