Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
التقاط صور لحاجز الشرطة	أوقف مركبته على الجانب الآخر من شارع سيبولفيدا بوليفارد وحاول التقاط صور لحاجز الشرطة	0.4444444444444445	التقاط صور لحاجز الشرطة	أوقف مركبته الجانب الآخر شارع سيبولفيدا بوليفارد وحاول التقاط صور لحاجز الشرطة	0.5	0
240 كيلومتراً في الساعة (149 ميلاً في الساعة)	240 كيلومتراً في الساعة	0.6666666666666666	240 كيلومتراً الساعة ( 149 ميلاً الساعة )	240 كيلومتراً الساعة	0.6666666666666666	0
بعد توقف فيرناندو ألونسو المبكر	2008	0.0	توقف فيرناندو ألونسو المبكر	2008	0.0	0
المدينة	بوخارست	0.0	المدينة	بوخارست	0.0	0
الحادث	حادثاً خطيراً	0.0	الحادث	حادثاً خطيراً	0.0	0
الطائرة	مكوناً رئيسياً لكل من الجيشين الروسي والسوفيتي منذ سبعينيات القرن العشرين	0.0	الطائرة	مكوناً رئيسياً لكل الجيشين الروسي والسوفيتي سبعينيات القرن العشرين	0.0	0
إناث وذكور	إناث وذكور	1.0	إناث وذكور	إناث وذكور	1.0	1
محور النورة	محوراً متطوراً بالكامل	0.0	محور النورة	محوراً متطوراً بالكامل	0.0	0
في البلدان ذوات الدخل المنخفض	البلدان ذوات الدخل المنخفض	0.888888888888889	البلدان ذوات الدخل المنخفض	البلدان ذوات الدخل المنخفض	1.0	1
طابعات نفاثة للحبر	طابعات نفاثة للحبر قياسية	0.8571428571428571	طابعات نفاثة للحبر	طابعات نفاثة للحبر قياسية	0.8571428571428571	0
الظروف الجوية القاسية	الظروف الجوية القاسية	1.0	الظروف الجوية القاسية	الظروف الجوية القاسية	1.0	1
متى يعتقد أن تبدأ الحياة	متى يعتقد أن تبدأ الحياة	1.0	يعتقد تبدأ الحياة	يعتقد تبدأ الحياة	1.0	1
التعليق على تفاصيل الحالات المحتملة	متى يعتقد أن تبدأ الحياة	0.0	التعليق تفاصيل الحالات المحتملة	يعتقد تبدأ الحياة	0.0	0
نحو السماء 	السماء أثناء الليل	0.4	السماء	السماء أثناء الليل	0.5	0
التغيرات في درجات الحرارة	التغيرات في درجات الحرارة بين الليل والنهار	0.7272727272727273	التغيرات درجات الحرارة	التغيرات درجات الحرارة الليل والنهار	0.7499999999999999	0
صور الأشعة تحت الحمراء	صور الأشعة تحت الحمراء	1.0	صور الأشعة الحمراء	صور الأشعة الحمراء	1.0	1
أنه من مجموعة الإيغور العرقية	ولم تعرف السلطات اسمه حتى الآن، بالرغم من أنهم يعرفون أنه من مجموعة الإيغور العرقية	0.5	أنه مجموعة الإيغور العرقية	ولم تعرف السلطات اسمه الآن، بالرغم أنهم يعرفون أنه مجموعة الإيغور العرقية	0.5	0
منتخب جنوب أفريقيا للرغبي أستراليا	منتخب جنوب أفريقيا للرغبي أستراليا	1.0	منتخب جنوب أفريقيا للرغبي أستراليا	منتخب جنوب أفريقيا للرغبي أستراليا	1.0	1
جوهانسبرغ	ملعب إليس بارك في جوهانسبرغ	0.3333333333333333	جوهانسبرغ	ملعب إليس بارك جوهانسبرغ	0.4	0
49	49	1.0	49	49	1.0	1
بولونياا	بولونيا	0.0	بولونياا	بولونيا	0.0	0
مباراة تقرر إقامتها يوم الأحد	قبل مباراة تقرر إقامتها يوم الأحد ضد بولونيا	0.7692307692307693	مباراة تقرر إقامتها يوم الأحد	مباراة تقرر إقامتها يوم الأحد ضد بولونيا	0.8333333333333333	0
29%	1,400	0.0	29 %	1,400	0.0	0
في نهاية عهد الملكة إليزابيث الثانية	نهاية عهد الملكة إليزابيث الثانية	0.9090909090909092	نهاية عهد الملكة إليزابيث الثانية	نهاية عهد الملكة إليزابيث الثانية	1.0	1
تنظيم الأبوة	كومن	0.0	تنظيم الأبوة	كومن	0.0	0
للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75	للجنة الفرعية للرقابة والتحقيقات	لجنة الفرعية للرقابة والتحقيقات	0.75	0
أسوس	أسوس	1.0	أسوس	أسوس	1.0	1
أجهزة الحاسوب المحمولة	أُطلق في وقت سابق في جميع أنحاء العالم لعوامل توفير التكاليف والقدرة الوظيفية	0.0	أجهزة الحاسوب المحمولة	أُطلق وقت سابق أنحاء العالم لعوامل توفير التكاليف والقدرة الوظيفية	0.0	0
الصبي	الصبي	1.0	الصبي	الصبي	1.0	1
في هذه المرحلة	المجموعة الثانية	0.0	المرحلة	المجموعة الثانية	0.0	0
خسر موراي	خسر	0.6666666666666666	خسر موراي	خسر	0.6666666666666666	0
أطفال	أطفال في سن المدرسة	0.4	أطفال	أطفال سن المدرسة	0.5	0
ذي أنيون	البرنامج اليومي	0.0	أنيون	البرنامج اليومي	0.0	0
عند الساعة 11:20	11:20	0.5	الساعة 11:20	11:20	0.6666666666666666	0
سوء الأحوال الجوية	سوء الأحوال الجوية	1.0	سوء الأحوال الجوية	سوء الأحوال الجوية	1.0	1
العاصفة بعيدة عن اليابسة	العاصفة بعيدة عن اليابسة	1.0	العاصفة بعيدة اليابسة	العاصفة بعيدة اليابسة	1.0	1
نائب رئيس الوزراء السنغافوري وونغ كان سينغ	وونغ كان سينغ	0.6	نائب رئيس الوزراء السنغافوري وونغ سينغ	وونغ سينغ	0.5	0
بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	1.0	أسبوعٍ الخسائر انتخابات التجديد النصفي	أسبوعٍ الخسائر انتخابات التجديد النصفي	1.0	1
تمويل عربات قطار إضافية	تمديد التزام الحكومة الذي وعدت به في مارس هذا العام بتمويل عربات قطار إضافية	0.3333333333333333	تمويل عربات قطار إضافية	تمديد التزام الحكومة وعدت العام بتمويل عربات قطار إضافية	0.46153846153846156	0
لجنة رئاسية	لجنة رئاسية	1.0	لجنة رئاسية	لجنة رئاسية	1.0	1
جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان	جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.9333333333333332	رياضة الجمباز وغيرها، آمنةً قدر الإمكان	رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.923076923076923	0
بالاوان	بويرتو برنسيسا في بالاوان	0.4	بالاوان	بويرتو برنسيسا بالاوان	0.5	0
السكرتير الصحفي	دونالد ترامب	0.0	السكرتير الصحفي	دونالد ترامب	0.0	0
تركيا	تركيا	1.0	تركيا	تركيا	1.0	1
نيران عدائية	لنيران عدائية	0.5	نيران عدائية	لنيران عدائية	0.5	0
الجبلية	الجبلية	1.0	الجبلية	الجبلية	1.0	1
استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة في اتجاه مجرى النهر	0.6666666666666666	استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة اتجاه مجرى النهر	0.7272727272727273	0
7	7 تسديدات	0.6666666666666666	7	7 تسديدات	0.6666666666666666	0
بعد كونه جزءاً في حادث	13	0.0	كونه جزءاً حادث	13	0.0	0
متسابق	زميله	0.0	متسابق	زميله	0.0	0
الخوف الذي ينبع من المجهول أو من عدم السيطرة	أثناء الرحلة	0.0	الخوف ينبع المجهول عدم السيطرة	أثناء الرحلة	0.0	0
إرسال أمتعة	لا تسمح القوانين الداخلية لشركات الطيران بإرسال أمتعة بلا راكب	0.1666666666666666	إرسال أمتعة	تسمح القوانين الداخلية لشركات الطيران بإرسال أمتعة بلا راكب	0.1818181818181818	0
شرب المشروبات الروحية باعتدال	الإفراط في شرب المشروبات الكحولية إلحاق الضرر بالكبد	0.3333333333333333	شرب المشروبات الروحية باعتدال	الإفراط شرب المشروبات الكحولية إلحاق الضرر بالكبد	0.36363636363636365	0
حي القناة	حي القناة	1.0	حي القناة	حي القناة	1.0	1
لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0	لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0	1
الداخل	بالقطب الجنوبي	0.0	الداخل	بالقطب الجنوبي	0.0	0
في المناطق النائيّة	المدن أو حرم الجامعات	0.0	المناطق النائيّة	المدن حرم الجامعات	0.0	0
شواطئ نورث شور	أوكلاند	0.0	شواطئ نورث شور	أوكلاند	0.0	0
لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	وبموجب القانون تعتبر اللغة الرسمية الأولى	0.923076923076923	لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	وبموجب القانون تعتبر اللغة الرسمية الأولى	0.923076923076923	0
الأشخاص الذين يعملون في قطاع الدواجن	الأشخاص الذين يعملون في قطاع الدواجن	1.0	الأشخاص يعملون قطاع الدواجن	الأشخاص يعملون قطاع الدواجن	1.0	1
المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي	0.7499999999999999	المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي	0.7499999999999999	0
الكرز والبرقوق	التفاح	0.0	الكرز والبرقوق	التفاح	0.0	0
البرتغاليون	البرتغاليون	1.0	البرتغاليون	البرتغاليون	1.0	1
جمهورية جديدة	أُنشئت جمهورية جديدة	0.8	جمهورية جديدة	أُنشئت جمهورية جديدة	0.8	0
السجال الدبلوماسي	السجال الدبلوماسي	1.0	السجال الدبلوماسي	السجال الدبلوماسي	1.0	1
وجودِ أكثر من مسافرين	لا تستعمل العائلات سيارات الأجرة عموماً في شارلوت، على الرغم من أنها قد تكون ذات فائدة ما في بعض الظروف	0.0833333333333333	وجودِ مسافرين	تستعمل العائلات سيارات الأجرة عموماً شارلوت، الرغم أنها تكون فائدة الظروف	0.0	0
 الإنكا	الإنكا	1.0	الإنكا	الإنكا	1.0	1
الطرق والقطارات والقوارب	تربط الطرق والقطارات والقوارب	0.8571428571428571	الطرق والقطارات والقوارب	تربط الطرق والقطارات والقوارب	0.8571428571428571	0
ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	خمسة أراضي	0.0	ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	أراضي	0.0	0
إعادة التكيف مع ثقافتهم الأصلية	إعادة التكيف مع ثقافتهم الأصلية	1.0	إعادة التكيف ثقافتهم الأصلية	إعادة التكيف ثقافتهم الأصلية	1.0	1
النرويجيين	النرويجيين	1.0	النرويجيين	النرويجيين	1.0	1
لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0	لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0	1
قد يكون بعضها مقلدة	قد يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى منها في موطنها	0.3529411764705882	يكون بعضها مقلدة	يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى موطنها	0.30769230769230765	0
في الجزر النائية	دولار الولايات المتحدة الأمريكية في كثير من الأحيان. في الجزر النائية	0.4285714285714285	الجزر النائية	الولايات المتحدة الأمريكية كثير الأحيان . الجزر النائية	0.4444444444444445	0
مهرجانات معبد كيرالا	معبد كيرالا	0.8	مهرجانات معبد كيرالا	معبد كيرالا	0.8	0
فرن ميكروويف	أقسام أطعمة جاهزة أكثر تنوعاً	0.0	فرن ميكروويف	أقسام أطعمة جاهزة تنوعاً	0.0	0
إن لم يكن لديك اتصال بالإنترنت في هاتفك، أو عندما يكون خارج النطاق	إن لم يكن لديك اتصال بالإنترنت في هاتفك	0.6666666666666667	يكن لديك اتصال بالإنترنت هاتفك، عندما يكون خارج النطاق	يكن لديك اتصال بالإنترنت هاتفك	0.5714285714285714	0
التلويح	حني السبابة اتجاه الجسم	0.0	التلويح	حني السبابة اتجاه الجسم	0.0	0
"مقاطعة شمال """"كيفو"""""	آمنة بشكل معقول	0.0	مقاطعة `` '' كيفو '' ''	آمنة بشكل معقول	0.0	0
تقتصر التصاريح	تقتصر التصاريح على حماية الوادي، وتكون متاحة في اليوم الأول من الشهر، قبل أربعة أشهر من شهر البدء	0.1999999999999999	تقتصر التصاريح	تقتصر التصاريح حماية الوادي، وتكون متاحة اليوم الأول الشهر، أشهر شهر البدء	0.2857142857142857	0
غالباً ما تكون مغطاة بالخلنج	المستنقعات الخالية من الأشجار التي غالباً ما تكون مغطاة بالخلنج	0.6666666666666666	غالباً تكون مغطاة بالخلنج	المستنقعات الخالية الأشجار غالباً تكون مغطاة بالخلنج	0.7272727272727273	0
خلال الشتاء	الصيف الهندي	0.0	خلال الشتاء	الصيف الهندي	0.0	0
تضع إشعارات تعرض فيها مساعدتك، وتسير على الأرصفة للتواصل مع من يُنظفون يخوتهم أو مع البحارة في الحانة وغيرهم	ستضع إشعارات تعرض فيها مساعدتك	0.25	تضع إشعارات تعرض مساعدتك، وتسير الأرصفة للتواصل يُنظفون يخوتهم البحارة الحانة وغيرهم	ستضع إشعارات تعرض مساعدتك	0.25	0
هذا	هونج كونج	0.0		هونج كونج	0.0	0
كولون البحرية في الجهة المقابلة	جزيرة هونج كونج	0.0	كولون البحرية الجهة المقابلة	جزيرة هونج كونج	0.0	0
قضبان أمان	قضبان أمان	1.0	قضبان أمان	قضبان أمان	1.0	1
الكعب والنعل الناعم الضيق للغاية	الكعب والنعل الناعم الضيق للغاية	1.0	الكعب والنعل الناعم الضيق للغاية	الكعب والنعل الناعم الضيق للغاية	1.0	1
قائمة بالمستضيفين المتوفيين	قائمة بالمستضيفين المتوفيين	1.0	قائمة بالمستضيفين المتوفيين	قائمة بالمستضيفين المتوفيين	1.0	1
ضيفها المعتاد في العشرينيات من عمره	الشباب	0.0	ضيفها المعتاد العشرينيات عمره	الشباب	0.0	0
الإنترنت	شراء رقم عالمي بشكل منفصل	0.0	الإنترنت	شراء رقم عالمي بشكل منفصل	0.0	0
أزهار الكرز	أزهار الكرز	1.0	أزهار الكرز	أزهار الكرز	1.0	1
الإمبراطور	الإمبراطور	1.0	الإمبراطور	الإمبراطور	1.0	1
إذا أحضرتِ الملحفة الخاصة بك، وخاصةً ذات الألوان الزاهية	ابتسامة من الراهب أو الراهبة عند المدخل	0.0	أحضرتِ الملحفة الخاصة بك، وخاصةً الألوان الزاهية	ابتسامة الراهب الراهبة المدخل	0.0	0
في الشتاء	الشتاء	0.6666666666666666	الشتاء	الشتاء	1.0	1
في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	1.0	المواقع البعيدة، غياب تغطية الهاتف الخلوي	المواقع البعيدة، غياب تغطية الهاتف الخلوي	1.0	1
التخييم في الموقع	التخييم في الموقع	1.0	التخييم الموقع	التخييم الموقع	1.0	1
عصائر الفاكهة	أنواع النبيذ الفرنسي متعددة، ولكن النبيذ النيوزيلندي والأسترالي قد يحظيا بانتشار أوسع	0.0	عصائر الفاكهة	أنواع النبيذ الفرنسي متعددة، النبيذ النيوزيلندي والأسترالي يحظيا بانتشار أوسع	0.0	0
الإسبان	الإسبان	1.0	الإسبان	الإسبان	1.0	1
أكثر راحة وأقل ازدحامًا	يحتوي كل قطار على عربات الدرجة الأولى والدرجة الثالثة	0.0	راحة وأقل ازدحامًا	يحتوي قطار عربات الدرجة الأولى والدرجة الثالثة	0.0	0
متجر بقالة	متجر بقالة	1.0	متجر بقالة	متجر بقالة	1.0	1
عن طريق رقم هاتف مجاني	رقم هاتف مجاني يمكن الاتصال به من معظم الهواتف مجاناً	0.4	طريق رقم هاتف مجاني	رقم هاتف مجاني يمكن الاتصال معظم الهواتف مجاناً	0.5	0
فحص الهجرة	فحص الهجرة	1.0	فحص الهجرة	فحص الهجرة	1.0	1
سكاي تيم	سكاي تيم	1.0	سكاي تيم	سكاي تيم	1.0	1
جو راننج تورز	جو راننج تورز	1.0	جو راننج تورز	جو راننج تورز	1.0	1
استعمال المنظار	باستعمال المنظار	0.5	استعمال المنظار	باستعمال المنظار	0.5	0
الفيلة والزراف	الفيلة والزراف	1.0	الفيلة والزراف	الفيلة والزراف	1.0	1
تنزيل بيانات اللغة التي تريدها	Google	0.0	تنزيل بيانات اللغة تريدها	Google	0.0	0
الزبادي	الزبادي	1.0	الزبادي	الزبادي	1.0	1
هؤلاء ليسوا خفيفين جدًا	ليسوا خفيفين جدًا	0.8571428571428571	خفيفين جدًا	خفيفين جدًا	1.0	1
شقوق	ثلج متراكم به شقوق مملوءة ومُعلّمة بالأعلام	0.25	شقوق	ثلج متراكم شقوق مملوءة ومُعلّمة بالأعلام	0.2857142857142857	0
في باحة الكنيسة	هالدارسفيك	0.0	باحة الكنيسة	هالدارسفيك	0.0	0
تأشيرات الطلاب	تأشيرات الطلاب	1.0	تأشيرات الطلاب	تأشيرات الطلاب	1.0	1
كطالب دولي	طالب دولي	0.5	كطالب دولي	طالب دولي	0.5	0
في الصيف	يجب عليكم الانتباه من البعوض إن قررتم تسلق الجبال في الغابات المطيرة	0.1428571428571428	الصيف	يجب عليكم الانتباه البعوض قررتم تسلق الجبال الغابات المطيرة	0.0	0
منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0	منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0	1
شراء التذاكر مسبقاً قبل بضعة أيام	شراء التذاكر مسبقاً قبل بضعة أيام	1.0	شراء التذاكر مسبقاً بضعة أيام	شراء التذاكر مسبقاً بضعة أيام	1.0	1
تموز عام 2020	2021	0.0	عام 2020	2021	0.0	0
المناخات الحارة	الحارة	0.6666666666666666	المناخات الحارة	الحارة	0.6666666666666666	0
الثروات	الرأس والكتفين	0.0	الثروات	الرأس والكتفين	0.0	0
تعلنن إنهن متزوجات	ينبغي على النساء المسافرات أن تعلنن إنهن متزوجات	0.5454545454545454	تعلنن إنهن متزوجات	ينبغي النساء المسافرات تعلنن إنهن متزوجات	0.6666666666666666	0
العاثيات	العاثيات أو الفيروسات	0.5	العاثيات	العاثيات الفيروسات	0.6666666666666666	0
العرض	الحرب	0.0	العرض	الحرب	0.0	0
شركة إدارة الفرقة	"شركة إدارة الفرقة ""HK Management Inc."""	0.6666666666666666	شركة إدارة الفرقة	شركة إدارة الفرقة `` HK Management Inc . ''	0.6666666666666666	0
جبسون	لم يُصب سائق الشاحنة	0.0	جبسون	يُصب سائق الشاحنة	0.0	0
"نُقل ""جبسون"" إلى المستشفى، لكنه توفي بعدها بفترة قصيرة. لم يُصب سائق الشاحنة"	فرّ جميعهم عائدين من حيث وقعت الحادثة	0.0	نُقل `` جبسون '' المستشفى، لكنه توفي بعدها بفترة قصيرة . يُصب سائق الشاحنة	فرّ جميعهم عائدين وقعت الحادثة	0.0	0
ولم ترد أخبار عن وقوع أي إصابات كبيرة	خمسة أشخاص	0.0	ولم ترد أخبار وقوع إصابات كبيرة	أشخاص	0.0	0
أحد الجيران	أحد الجيران	1.0	الجيران	الجيران	1.0	1
ما يكفي من التباس في الدستور الأفغاني	التباس في الدستور الأفغاني	0.7272727272727273	يكفي التباس الدستور الأفغاني	التباس الدستور الأفغاني	0.8571428571428571	0
ضابطين	١٩	0.0	ضابطين	١٩	0.0	0
الشرطة	مقاتلي داعش	0.0	الشرطة	مقاتلي داعش	0.0	0
توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333	توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333	0
غريب الأطوار	مسرح إذاعي على الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ	0.1666666666666666	غريب الأطوار	مسرح إذاعي الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ	0.1818181818181818	0
نيكلاس باكستروم	نيكلاس باكستروم	1.0	نيكلاس باكستروم	نيكلاس باكستروم	1.0	1
أليكس أوفيتشكين	أليكس أوفيتشكين	1.0	أليكس أوفيتشكين	أليكس أوفيتشكين	1.0	1
لإغلاق	وتم استعمال شاحنات التفريغ لإغلاق مداخل النفق	0.25	لإغلاق	وتم استعمال شاحنات التفريغ لإغلاق مداخل النفق	0.25	0
سايمون	بروكس وكرونينغ	0.0	سايمون	بروكس وكرونينغ	0.0	0
الزلزال لم يستوف متطلبات 6.5 درجة	الزلزال لم يستوف متطلبات 6.5 درجة	1.0	الزلزال يستوف متطلبات 6.5 درجة	الزلزال يستوف متطلبات 6.5 درجة	1.0	1
الضيائيّة والدوران	الضيائيّة والدوران	1.0	الضيائيّة والدوران	الضيائيّة والدوران	1.0	1
