Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
with binoculars	binoculars	0.6666666666666666	binoculars	binoculars	1.0	1
elephants and giraffes	elephants and giraffes	1.0	elephants giraffes	elephants giraffes	1.0	1
downloading the desired language data	Google Translate	0.0	downloading desired language data	Google Translate	0.0	0
yogurt	yogurt	1.0	yogurt	yogurt	1.0	1
These aren't very nimble	These aren't very nimble	1.0	n't nimble	n't nimble	1.0	1
crevasses	crevasses	1.0	crevasses	crevasses	1.0	1
In the churchyard	churchyard	0.6666666666666666	churchyard	churchyard	1.0	1
Student visas	Student visas	1.0	Student visas	Student visas	1.0	1
an international student	international student	1.0	international student	international student	1.0	1
In summer	you'll need to watch out for mosquitoes if you decide to hike through the rainforest.	0.0	summer	'll need watch mosquitoes decide hike rainforest .	0.0	0
Sundarbans National Park	Sundarbans National Park	1.0	Sundarbans National Park	Sundarbans National Park	1.0	1
to purchase a ticket a few days in advance	purchase a ticket a few days in advance	0.923076923076923	purchase ticket days advance	purchase ticket days advance	1.0	1
July 2020	July 2020	1.0	July 2020	July 2020	1.0	1
hot climates	hot	0.6666666666666666	hot climates	hot	0.6666666666666666	0
The fabulous riches	head and shoulders	0.0	fabulous riches	head shoulders	0.0	0
say that they are married	say that they are married	1.0	say married	say married	1.0	1
phages	phages, or viruses	0.5	phages	phages , viruses	0.6666666666666666	0
the show	War Memorial Stadium, which was set to be attended by 9,000 people	0.0	show	War Memorial Stadium , set attended 9,000 people	0.0	0
band's management company	HK Management Inc.	0.3333333333333333	band 's management company	HK Management Inc .	0.28571428571428575	0
Gibson	The truck driver	0.0	Gibson	truck driver	0.0	0
Gibson was transported to a hospital but died shortly afterwards. The truck driver, who is aged 64, was not injured	Gibson was transported to a hospital but died shortly afterwards	0.6666666666666666	Gibson transported hospital died shortly afterwards . truck driver , aged 64 , injured	Gibson transported hospital died shortly afterwards	0.7058823529411764	0
No major injuries were reported	at least five people on scene	0.0	major injuries reported	least five people scene	0.0	0
a neighbor	a neighbor	1.0	neighbor	neighbor	1.0	1
enough ambiguity in the Afghan constitution	ambiguity in the Afghan constitution	0.888888888888889	enough ambiguity Afghan constitution	ambiguity Afghan constitution	0.8571428571428571	0
two	twenty	0.0	two	twenty	0.0	0
Police	police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people. The governor's office	0.0952380952380952	Police	police headquarters Gaziantep , Turkey yesterday morning killed two police officers injured twenty people . governor 's office	0.11764705882352941	0
TogiNet Radio	TogiNet Radio	1.0	TogiNet Radio	TogiNet Radio	1.0	1
geeky	old school radio theater with a new and outrageous geeky spin!	0.1818181818181818	geeky	old school radio theater new outrageous geeky spin !	0.2222222222222222	0
Nicklas Backstrom	Nicklas Backstrom	1.0	Nicklas Backstrom	Nicklas Backstrom	1.0	1
Alex Ovechkin	Alex Ovechkin	1.0	Alex Ovechkin	Alex Ovechkin	1.0	1
block	Dump trucks were used to block tube entrances	0.2222222222222222	block	Dump trucks used block tube entrances	0.2857142857142857	0
Simon	Brooks and Groening	0.0	Simon	Brooks Groening	0.0	0
the quake did not meet the magnitude 6.5 requirement	the quake did not meet the magnitude 6.5 requirement	1.0	quake meet magnitude 6.5 requirement	quake meet magnitude 6.5 requirement	1.0	1
The luminosity and rotation	luminosity and rotation	1.0	luminosity rotation	luminosity rotation	1.0	1
