Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
العاصفة بعيدة عن اليابسة	فلا يمكن تقييم مدى وقع التأثير المحتمل على الولايات المتحدة أو جزر الكاريبي	0.0	العاصفة بعيدة اليابسة	يمكن تقييم مدى وقع التأثير المحتمل الولايات المتحدة جزر الكاريبي	0.0	0
نائب رئيس الوزراء السنغافوري وونغ كان سينغ	وونغ كان سينغ	0.6	نائب رئيس الوزراء السنغافوري وونغ سينغ	وونغ سينغ	0.5	0
بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي	أخبر (بوش) جمهوره	0.0	أسبوعٍ الخسائر انتخابات التجديد النصفي	( بوش ) جمهوره	0.0	0
تمويل عربات قطار إضافية	إعلان اليوم أيضاً تمديد التزام الحكومة الذي وعدت به في مارس هذا العام بتمويل عربات قطار إضافية	0.2857142857142857	تمويل عربات قطار إضافية	إعلان اليوم أيضاً تمديد التزام الحكومة وعدت العام بتمويل عربات قطار إضافية	0.375	0
لجنة رئاسية	لجنة رئاسية	1.0	لجنة رئاسية	لجنة رئاسية	1.0	1
جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان	جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.9333333333333332	رياضة الجمباز وغيرها، آمنةً قدر الإمكان	رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين	0.923076923076923	0
بالاوان	بويرتو برنسيسا	0.0	بالاوان	بويرتو برنسيسا	0.0	0
السكرتير الصحفي	دونالد ترامب	0.0	السكرتير الصحفي	دونالد ترامب	0.0	0
تركيا	تركيا	1.0	تركيا	تركيا	1.0	1
نيران عدائية	لنيران عدائية	0.5	نيران عدائية	لنيران عدائية	0.5	0
الجبلية	الجبلية	1.0	الجبلية	الجبلية	1.0	1
استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة في اتجاه مجرى النهر	0.6666666666666666	استعادة قضبان الرمال المتآكلة	استعادة قضبان الرمال المتآكلة اتجاه مجرى النهر	0.7272727272727273	0
7	7 تسديدات	0.6666666666666666	7	7 تسديدات	0.6666666666666666	0
متسابق	زميله	0.0	متسابق	زميله	0.0	0
الخوف الذي ينبع من المجهول أو من عدم السيطرة	التغلب على الخوف الذي ينبع من المجهول أو من عدم السيطرة	0.9	الخوف ينبع المجهول عدم السيطرة	التغلب الخوف ينبع المجهول عدم السيطرة	0.9090909090909091	0
شرب المشروبات الروحية باعتدال	قم بشرب المشروبات الروحية باعتدال	0.6666666666666665	شرب المشروبات الروحية باعتدال	قم بشرب المشروبات الروحية باعتدال	0.6666666666666665	0
حي القناة	حي القناة	1.0	حي القناة	حي القناة	1.0	1
لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0	لقيمتها الثقافية والتاريخية الفريدة	لقيمتها الثقافية والتاريخية الفريدة	1.0	1
الداخل	شبه الجزيرة، والجزر، وبحر روس	0.0	الداخل	الجزيرة، والجزر، وبحر روس	0.0	0
في المناطق النائيّة	المدن أو حرم الجامعات	0.0	المناطق النائيّة	المدن حرم الجامعات	0.0	0
شواطئ نورث شور	أوكلاند	0.0	شواطئ نورث شور	أوكلاند	0.0	0
لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	1.0	لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	لأنها وبموجب القانون تعتبر اللغة الرسمية الأولى	1.0	1
الأشخاص الذين يعملون في قطاع الدواجن	مراقبي الطيور	0.0	الأشخاص يعملون قطاع الدواجن	مراقبي الطيور	0.0	0
المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي ببحر البلطيق	1.0	المحيط المتجمد الشمالي ببحر البلطيق	المحيط المتجمد الشمالي ببحر البلطيق	1.0	1
البرتغاليون	البرتغاليون	1.0	البرتغاليون	البرتغاليون	1.0	1
جمهورية جديدة	أُنشئت جمهورية جديدة	0.8	جمهورية جديدة	أُنشئت جمهورية جديدة	0.8	0
السجال الدبلوماسي	السجال الدبلوماسي	1.0	السجال الدبلوماسي	السجال الدبلوماسي	1.0	1
وجودِ أكثر من مسافرين	هناك رسم إضافي في حالة وجودِ أكثر من مسافرين، لذا قد يكون هذا الخيار أغلى من اللازم	0.2857142857142857	وجودِ مسافرين	رسم إضافي حالة وجودِ مسافرين، لذا يكون الخيار أغلى اللازم	0.16666666666666669	0
 الإنكا	الإنكا	1.0	الإنكا	الإنكا	1.0	1
الطرق والقطارات والقوارب	الطرق والقطارات والقوارب	1.0	الطرق والقطارات والقوارب	الطرق والقطارات والقوارب	1.0	1
ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	خمسة أراضي	0.0	ريوماغيوري ومانارولا وكورنيغليا وفيرنازا ومونتيروسو	أراضي	0.0	0
إعادة التكيف مع ثقافتهم الأصلية	إعادة التكيف مع ثقافتهم الأصلية	1.0	إعادة التكيف ثقافتهم الأصلية	إعادة التكيف ثقافتهم الأصلية	1.0	1
النرويجيين	النرويجيين في أستراليا	0.5	النرويجيين	النرويجيين أستراليا	0.6666666666666666	0
لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0	لبطاقة الإقامة الأمريكية الدائمة	لبطاقة الإقامة الأمريكية الدائمة	1.0	1
قد يكون بعضها مقلدة	قد يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى منها في موطنها	0.3529411764705882	يكون بعضها مقلدة	يكون بعضها مقلدة، وقد تكون المنتجات المستوردة الحقيقية أغلى موطنها	0.30769230769230765	0
في الجزر النائية	الجزر النائية	0.8	الجزر النائية	الجزر النائية	1.0	1
مهرجانات معبد كيرالا	معبد كيرالا	0.8	مهرجانات معبد كيرالا	معبد كيرالا	0.8	0
فرن ميكروويف	فرن ميكروويف أو وسائل أخرى لتسخين الطعام	0.4444444444444445	فرن ميكروويف	فرن ميكروويف وسائل أخرى لتسخين الطعام	0.5	0
التلويح	حني السبابة	0.0	التلويح	حني السبابة	0.0	0
"مقاطعة شمال """"كيفو"""""	غوما هي مدينة سياحية في جمهورية الكونغو الديمقراطية	0.0	مقاطعة `` '' كيفو '' ''	غوما مدينة سياحية جمهورية الكونغو الديمقراطية	0.0	0
تقتصر التصاريح	التصاريح	0.6666666666666666	تقتصر التصاريح	التصاريح	0.6666666666666666	0
غالباً ما تكون مغطاة بالخلنج	المستنقعات الخالية من الأشجار التي غالباً ما تكون مغطاة بالخلنج	0.6666666666666666	غالباً تكون مغطاة بالخلنج	المستنقعات الخالية الأشجار غالباً تكون مغطاة بالخلنج	0.7272727272727273	0
خلال الشتاء	تسقط على العديد من محطات التلال كميات كبيرة من الثلج وتقيم أنشطة كالتزحلق والتزلج على الجليد	0.0	خلال الشتاء	تسقط العديد محطات التلال كميات كبيرة الثلج وتقيم أنشطة كالتزحلق والتزلج الجليد	0.0	0
هذا	إذا كنت تبحث عن دليلٍ على الماضي الاستعماريِّ للمنطقة، فهذا مكانٌ جيدٌ للبدء	0.0		كنت تبحث دليلٍ الماضي الاستعماريِّ للمنطقة، فهذا مكانٌ جيدٌ للبدء	0.0	0
كولون البحرية في الجهة المقابلة	واجهة كولون البحرية	0.5	كولون البحرية الجهة المقابلة	واجهة كولون البحرية	0.5714285714285715	0
قضبان أمان	قضبان أمان	1.0	قضبان أمان	قضبان أمان	1.0	1
الكعب والنعل الناعم الضيق للغاية	الاستقرار	0.0	الكعب والنعل الناعم الضيق للغاية	الاستقرار	0.0	0
قائمة بالمستضيفين المتوفيين	عروض السكن المجاني	0.0	قائمة بالمستضيفين المتوفيين	عروض السكن المجاني	0.0	0
ضيفها المعتاد في العشرينيات من عمره	مسافرين أكبر سناً	0.0	ضيفها المعتاد العشرينيات عمره	مسافرين أكبر سناً	0.0	0
الإنترنت	شراء رقم عالمي بشكل منفصل	0.0	الإنترنت	شراء رقم عالمي بشكل منفصل	0.0	0
أزهار الكرز	أزهار الكرز	1.0	أزهار الكرز	أزهار الكرز	1.0	1
الإمبراطور	الإمبراطور	1.0	الإمبراطور	الإمبراطور	1.0	1
في المواقع البعيدة، مع غياب تغطية الهاتف الخلوي	الهاتف الذي يعمل بالأقمار الصناعية لا يعد عموماً بديلاً عن الهاتف المحمول	0.1	المواقع البعيدة، غياب تغطية الهاتف الخلوي	الهاتف يعمل بالأقمار الصناعية يعد عموماً بديلاً الهاتف المحمول	0.13333333333333333	0
التخييم في الموقع	التخييم في الموقع	1.0	التخييم الموقع	التخييم الموقع	1.0	1
عصائر الفاكهة	عصائر الفاكهة ممتازة على الرغم من أنها باهظة الثمن	0.3636363636363636	عصائر الفاكهة	عصائر الفاكهة ممتازة الرغم أنها باهظة الثمن	0.4444444444444445	0
الإسبان	الإسبان	1.0	الإسبان	الإسبان	1.0	1
أكثر راحة وأقل ازدحامًا	يحتوي كل قطار على عربات الدرجة الأولى والدرجة الثالثة	0.0	راحة وأقل ازدحامًا	يحتوي قطار عربات الدرجة الأولى والدرجة الثالثة	0.0	0
متجر بقالة	متجر بقالة	1.0	متجر بقالة	متجر بقالة	1.0	1
عن طريق رقم هاتف مجاني	رقم هاتف مجاني	0.7499999999999999	طريق رقم هاتف مجاني	رقم هاتف مجاني	0.8571428571428571	0
فحص الهجرة	فحص الهجرة	1.0	فحص الهجرة	فحص الهجرة	1.0	1
سكاي تيم	سكاي تيم	1.0	سكاي تيم	سكاي تيم	1.0	1
الفيلة والزراف	الفيلة والزراف	1.0	الفيلة والزراف	الفيلة والزراف	1.0	1
تنزيل بيانات اللغة التي تريدها	Google	0.0	تنزيل بيانات اللغة تريدها	Google	0.0	0
الزبادي	جنوب الهند وبعض المناطق الساحلية الأخرى في شبه القارة الهندية	0.0	الزبادي	جنوب الهند وبعض المناطق الساحلية الأخرى القارة الهندية	0.0	0
شقوق	ثلج	0.0	شقوق	ثلج	0.0	0
في باحة الكنيسة	هالدارسفيك	0.0	باحة الكنيسة	هالدارسفيك	0.0	0
تأشيرات الطلاب	تأشيرات الطلاب	1.0	تأشيرات الطلاب	تأشيرات الطلاب	1.0	1
كطالب دولي	طالب دولي	0.5	كطالب دولي	طالب دولي	0.5	0
منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0	منتزه سونداربانس الوطني	منتزه سونداربانس الوطني	1.0	1
شراء التذاكر مسبقاً قبل بضعة أيام	شراء التذاكر مسبقاً قبل بضعة أيام	1.0	شراء التذاكر مسبقاً بضعة أيام	شراء التذاكر مسبقاً بضعة أيام	1.0	1
تموز عام 2020	2021	0.0	عام 2020	2021	0.0	0
المناخات الحارة	الحارة	0.6666666666666666	المناخات الحارة	الحارة	0.6666666666666666	0
الثروات	الرأس والكتفين فقط لم تعد الثروات الرائعة للمعبد موجودة بداخله، لكن تم إزالتها إلى المتحف المصري بالقاهرة	0.1111111111111111	الثروات	الرأس والكتفين فقط تعد الثروات الرائعة للمعبد موجودة بداخله، تم إزالتها المتحف المصري بالقاهرة	0.13333333333333333	0
العاثيات	العاثيات أو الفيروسات	0.5	العاثيات	العاثيات الفيروسات	0.6666666666666666	0
العرض	ألغت	0.0	العرض	ألغت	0.0	0
أحد الجيران	أحد الجيران	1.0	الجيران	الجيران	1.0	1
ما يكفي من التباس في الدستور الأفغاني	عثروا على ما يكفي من التباس في الدستور الأفغاني	0.8750000000000001	يكفي التباس الدستور الأفغاني	عثروا يكفي التباس الدستور الأفغاني	0.888888888888889	0
الشرطة	مكتب المحافظ	0.0	الشرطة	مكتب المحافظ	0.0	0
توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333	توجي نت راديو	موقع راديو الإنترنت	0.3333333333333333	0
غريب الأطوار	مسرح إذاعي على الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ	0.1666666666666666	غريب الأطوار	مسرح إذاعي الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ	0.1818181818181818	0
نيكلاس باكستروم	نيكلاس باكستروم	1.0	نيكلاس باكستروم	نيكلاس باكستروم	1.0	1
أليكس أوفيتشكين	أليكس أوفيتشكين	1.0	أليكس أوفيتشكين	أليكس أوفيتشكين	1.0	1
لإغلاق	استعمال شاحنات التفريغ	0.0	لإغلاق	استعمال شاحنات التفريغ	0.0	0
سايمون	بروكس وكرونينغ	0.0	سايمون	بروكس وكرونينغ	0.0	0
الزلزال لم يستوف متطلبات 6.5 درجة	الزلزال لم يستوف متطلبات 6.5 درجة	1.0	الزلزال يستوف متطلبات 6.5 درجة	الزلزال يستوف متطلبات 6.5 درجة	1.0	1
الضيائيّة والدوران	الضيائيّة والدوران	1.0	الضيائيّة والدوران	الضيائيّة والدوران	1.0	1
