Reference	Predection	F1_score	reference_no_stop_words	prediction_no_stop_words	F1 Score_new	Exact Score_new
to camp on site	camp on site	0.8571428571428571	camp site	camp site	1.0	1
Fruit juices	bottled water is easy to find if you are fearful	0.0	Fruit juices	bottled water easy find fearful	0.0	0
The Spaniards	Spaniards	1.0	Spaniards	Spaniards	1.0	1
more comfortable and less crowded	cheaper than normal metro tickets in Europe	0.0	comfortable less crowded	cheaper normal metro tickets Europe	0.0	0
corner store	Every corner store	0.8	corner store	Every corner store	0.8	0
through a toll-free telephone number	can be called from most phones without charge	0.0	toll-free telephone number	called phones without charge	0.0	0
immigration check	immigration check	1.0	immigration check	immigration check	1.0	1
SkyTeam	Star Alliance	0.0	SkyTeam	Star Alliance	0.0	0
elephants and giraffes	elephants and giraffes	1.0	elephants giraffes	elephants giraffes	1.0	1
downloading the desired language data	Google Translate	0.0	downloading desired language data	Google Translate	0.0	0
yogurt	Northern India	0.0	yogurt	Northern India	0.0	0
crevasses	The South Pole Traverse	0.0	crevasses	South Pole Traverse	0.0	0
In the churchyard	Haldarsvík	0.0	churchyard	Haldarsvík	0.0	0
Student visas	Student visas	1.0	Student visas	Student visas	1.0	1
an international student	going there as an international student	0.5714285714285715	international student	going international student	0.8	0
Sundarbans National Park	Sundarbans	0.5	Sundarbans National Park	Sundarbans	0.5	0
to purchase a ticket a few days in advance	it is advisable to purchase a ticket a few days in advance	0.8235294117647058	purchase ticket days advance	advisable purchase ticket days advance	0.888888888888889	0
July 2020	July 2020	1.0	July 2020	July 2020	1.0	1
hot climates	hot climates	1.0	hot climates	hot climates	1.0	1
The fabulous riches	Egyptian Museum in Cairo	0.0	fabulous riches	Egyptian Museum Cairo	0.0	0
phages	phages	1.0	phages	phages	1.0	1
the show	The band canceled the show at Maui's War Memorial Stadium	0.2222222222222222	show	band canceled show Maui 's War Memorial Stadium	0.2222222222222222	0
a neighbor	a neighbor	1.0	neighbor	neighbor	1.0	1
enough ambiguity in the Afghan constitution	Diplomats said that they had found enough ambiguity in the Afghan constitution to determine the runoff as unnecessary	0.4761904761904761	enough ambiguity Afghan constitution	Diplomats said found enough ambiguity Afghan constitution determine runoff unnecessary	0.5714285714285715	0
Police	Police	1.0	Police	Police	1.0	1
TogiNet Radio	TogiNet Radio	1.0	TogiNet Radio	TogiNet Radio	1.0	1
geeky	old school radio theater with a new and outrageous geeky spin!	0.1818181818181818	geeky	old school radio theater new outrageous geeky spin !	0.2222222222222222	0
Nicklas Backstrom	Alex Ovechkin	0.0	Nicklas Backstrom	Alex Ovechkin	0.0	0
Alex Ovechkin	Alex Ovechkin	1.0	Alex Ovechkin	Alex Ovechkin	1.0	1
block	Dump trucks	0.0	block	Dump trucks	0.0	0
Simon	Simon	1.0	Simon	Simon	1.0	1
the quake did not meet the magnitude 6.5 requirement	No tsunami warning has been issued	0.0	quake meet magnitude 6.5 requirement	tsunami warning issued	0.0	0
The luminosity and rotation	The smaller the Rossby number, the less active the star with respect to magnetic reversals	0.0	luminosity rotation	smaller Rossby number , less active star respect magnetic reversals	0.0	0
